gene_id	gene	log2FoldChange	padj	stat
ENSG00000100739	BDKRB1	-0.7524	0.255	None
ENSG00000172534	HCFC1	0.3039	0.3574	None
ENSG00000160917	CPSF4	0.1928	0.5761	None
ENSG00000146282	RARS2	-0.0872	0.8035	None
ENSG00000128298	BAIAP2L2	0.0172	0.9931	None
ENSG00000067057	PFKP	-0.2401	0.4655	None
ENSG00000105726	ATP13A1	-0.2103	0.4002	None
ENSG00000204389	HSPA1A	0.0414	0.9513	None
ENSG00000212978	AC016747.1	-0.251	0.6319	None
ENSG00000162745	OLFML2B	0.7103	0.4845	None
ENSG00000134262	AP4B1	0.1642	0.701	None
ENSG00000162426	SLC45A1	-0.4468	0.3642	None
ENSG00000092199	HNRNPC	0.2526	0.24	None
ENSG00000268543	AC012313.4	0.7794	0.509	None
ENSG00000131634	TMEM204	0.0787	0.9536	None
ENSG00000118873	RAB3GAP2	0.1169	0.8965	None
ENSG00000187824	TMEM220	-0.0601	0.9646	None
ENSG00000253626	EIF5AL1	0.0984	0.8341	None
ENSG00000196576	PLXNB2	0.0056	0.9896	None
ENSG00000176623	RMDN1	-0.2055	0.3121	None
ENSG00000146950	SHROOM2	1.2377	0.0743	None
ENSG00000075292	ZNF638	0.1456	0.8712	None
ENSG00000186468	RPS23	0.0832	0.7991	None
ENSG00000273983	HIST1H3G	0.6904	0.7222	None
ENSG00000110171	TRIM3	-0.2484	0.3823	None
ENSG00000145777	TSLP	-0.1081	0.9353	None
ENSG00000116761	CTH	0.5395	0.5994	None
ENSG00000227744	LINC01940	-1.0024	0.291	None
ENSG00000086991	NOX4	-0.4544	0.7135	None
ENSG00000087365	SF3B2	-0.0981	0.7529	None
ENSG00000121413	ZSCAN18	-1.0021	0.0034	None
ENSG00000158813	EDA	0.46	0.7937	None
ENSG00000167617	CDC42EP5	0.0375	0.9603	None
ENSG00000167157	PRRX2	-0.541	0.4986	None
ENSG00000119508	NR4A3	0.2204	0.8811	None
ENSG00000180198	RCC1	0.5885	0.1503	None
ENSG00000216819	TUBB2BP1	0.516	0.8992	None
ENSG00000261136	AC023908.3	-0.1738	0.9627	None
ENSG00000150593	PDCD4	-0.4044	0.4641	None
ENSG00000117335	CD46	0.1571	0.8409	None
ENSG00000176401	EID2B	0.2493	0.8341	None
ENSG00000049089	COL9A2	-0.4062	0.7742	None
ENSG00000102316	MAGED2	-0.2825	0.2456	None
ENSG00000153207	AHCTF1	0.247	0.7783	None
ENSG00000235109	ZSCAN31	0.5923	0.5195	None
ENSG00000107341	UBE2R2	-0.0159	0.9673	None
ENSG00000050327	ARHGEF5	-0.4996	0.3831	None
ENSG00000101138	CSTF1	0.0754	0.8451	None
ENSG00000164867	NOS3	0.1237	0.9038	None
ENSG00000197050	ZNF420	0.081	0.9539	None
ENSG00000162194	LBHD1	1.0226	0.3067	None
ENSG00000158987	RAPGEF6	0.2235	0.8891	None
ENSG00000102981	PARD6A	-0.0073	0.9966	None
ENSG00000271614	ATP2B1-AS1	0.377	0.5674	None
ENSG00000247240	UBL7-AS1	0.463	0.5363	None
ENSG00000156140	ADAMTS3	0.2545	0.771	None
ENSG00000163071	SPATA18	-0.3045	0.5969	None
ENSG00000175215	CTDSP2	-0.1935	0.5379	None
ENSG00000120539	MASTL	0.8164	0.1186	None
ENSG00000197385	ZNF860	-0.1831	0.9075	None
ENSG00000197037	ZSCAN25	0.1649	0.6582	None
ENSG00000151779	NBAS	-0.0621	0.8948	None
ENSG00000237441	RGL2	-0.3703	0.1109	None
ENSG00000166452	AKIP1	-0.1971	0.4686	None
ENSG00000105321	CCDC9	-0.2088	0.3252	None
ENSG00000274828	AC068473.5	0.5684	0.518	None
ENSG00000185986	SDHAP3	0.7411	0.3932	None
ENSG00000188171	ZNF626	0.0213	0.9843	None
ENSG00000155229	MMS19	-0.2093	0.4269	None
ENSG00000272702	AC010913.1	-0.6091	0.6385	None
ENSG00000072041	SLC6A15	-1.663	0	None
ENSG00000198453	ZNF568	-0.1779	0.8073	None
ENSG00000271452	AC005034.5	0.0517	0.9846	None
ENSG00000145743	FBXL17	-0.4121	0.4589	None
ENSG00000240666	MME-AS1	0.488	0.8637	None
ENSG00000198920	KIAA0753	-0.0168	0.9703	None
ENSG00000110429	FBXO3	0.0272	0.9766	None
ENSG00000213144	AC084880.1	-0.4804	0.797	None
ENSG00000279673	AC092919.2	0.7892	0.1518	None
ENSG00000177981	ASB8	-0.0721	0.8418	None
ENSG00000061918	GUCY1B1	0.9232	0.5349	None
ENSG00000263142	LRRC37A17P	-0.2217	0.729	None
ENSG00000171467	ZNF318	0.202	0.5709	None
ENSG00000246889	AP000487.1	0.4502	0.6762	None
ENSG00000143367	TUFT1	-0.4581	0.3556	None
ENSG00000174939	ASPHD1	-0.1886	0.8511	None
ENSG00000230409	TCEA1P2	0.3058	0.722	None
ENSG00000173163	COMMD1	-0.0294	0.9575	None
ENSG00000261512	AC092368.3	-0.1525	0.8507	None
ENSG00000107021	TBC1D13	-0.1689	0.2908	None
ENSG00000181929	PRKAG1	-0.1537	0.3968	None
ENSG00000065802	ASB1	0.0266	0.9478	None
ENSG00000126705	AHDC1	-0.1282	0.8137	None
ENSG00000106799	TGFBR1	0.7817	0.1052	None
ENSG00000116791	CRYZ	0.0472	0.9652	None
ENSG00000140945	CDH13	-0.1139	0.8699	None
ENSG00000169908	TM4SF1	0.399	0.6729	None
ENSG00000010438	PRSS3	-0.485	0.2622	None
ENSG00000154319	FAM167A	-0.4885	0.4548	None
ENSG00000102271	KLHL4	0.2444	0.8038	None
ENSG00000165406	MARCH8	-0.1203	0.8216	None
ENSG00000101447	FAM83D	1.1889	0.0011	None
ENSG00000251194	AL133330.1	0.0227	0.9942	None
ENSG00000187013	C17orf82	-0.4623	0.7558	None
ENSG00000176024	ZNF613	0.3414	0.5782	None
ENSG00000070047	PHRF1	0.0742	0.8891	None
ENSG00000158769	F11R	-0.9221	0.2641	None
ENSG00000107281	NPDC1	-0.0863	0.8952	None
ENSG00000111843	TMEM14C	0.0022	0.9966	None
ENSG00000248019	FAM13A-AS1	0.0733	0.9763	None
ENSG00000137207	YIPF3	-0.2542	0.2552	None
ENSG00000228903	RASA4CP	0.2496	0.89	None
ENSG00000179104	TMTC2	-0.1303	0.9478	None
ENSG00000240449	AC005586.1	0.2736	0.8947	None
ENSG00000260420	LINC02182	-0.1193	0.9673	None
ENSG00000212123	PRR22	0.1191	0.967	None
ENSG00000227671	AL390728.4	0.2504	0.7273	None
ENSG00000176490	DIRAS1	-0.6746	0.4472	None
ENSG00000176383	B3GNT4	-0.0543	0.9841	None
ENSG00000099812	MISP	0.2185	0.9339	None
ENSG00000176225	RTTN	0.7671	0.0501	None
ENSG00000250133	HOXC-AS2	0.9825	0.1585	None
ENSG00000116586	LAMTOR2	-0.1978	0.4533	None
ENSG00000145050	MANF	0.0755	0.8172	None
ENSG00000235065	RPL24P2	0.4818	0.5761	None
ENSG00000147459	DOCK5	0.1656	0.7042	None
ENSG00000115687	PASK	0.5212	0.3489	None
ENSG00000145375	SPATA5	0.702	0.1155	None
ENSG00000128585	MKLN1	0.292	0.6008	None
ENSG00000010361	FUZ	0.0547	0.9217	None
ENSG00000100003	SEC14L2	-0.3906	0.4128	None
ENSG00000167562	ZNF701	0.2621	0.7529	None
ENSG00000185787	MORF4L1	0.0776	0.771	None
ENSG00000064309	CDON	-0.1569	0.86240000000000006	None
ENSG00000214174	AMZ2P1	-0.1878	0.7255	None
ENSG00000158859	ADAMTS4	0.2676	0.7474	None
ENSG00000103150	MLYCD	-0.486	0.0672	None
ENSG00000188725	SMIM15	0.1866	0.7104	None
ENSG00000204852	TCTN1	-0.1035	0.8383	None
ENSG00000198431	TXNRD1	0.134	0.7963	None
ENSG00000248333	CDK11B	-0.0179	0.9829	None
ENSG00000166816	LDHD	0.4031	0.8253	None
ENSG00000270607	AC009549.1	-0.4958	0.2622	None
ENSG00000178996	SNX18	-0.0717	0.9201	None
ENSG00000135972	MRPS9	0.1754	0.6384	None
ENSG00000137845	ADAM10	0.43	0.4789	None
ENSG00000250462	LRRC37BP1	0.0398	0.9659	None
ENSG00000211456	SACM1L	0.3217	0.5794	None
ENSG00000174365	SNHG11	-0.2212	0.6615	None
ENSG00000145632	PLK2	0.3643	0.1887	None
ENSG00000272087	AC080013.4	0.4321	0.8973	None
ENSG00000147457	CHMP7	-0.1313	0.5551	None
ENSG00000178104	PDE4DIP	-0.1367	0.7983	None
ENSG00000262655	SPON1	0.5546	0.5348	None
ENSG00000086061	DNAJA1	0.2743	0.3635	None
ENSG00000137100	DCTN3	-0.2494	0.3106	None
ENSG00000126226	PCID2	0.016	0.9736	None
ENSG00000166004	CEP295	0.5604	0.5117	None
ENSG00000178921	PFAS	0.157	0.7538	None
ENSG00000260176	AC141586.2	-0.066	0.9831	None
ENSG00000183048	SLC25A10	0.2212	0.7068	None
ENSG00000162909	CAPN2	-0.2898	0.2642	None
ENSG00000161921	CXCL16	-0.6697	0.6446	None
ENSG00000141429	GALNT1	0.3032	0.6479	None
ENSG00000103507	BCKDK	-0.244	0.2332	None
ENSG00000136783	NIPSNAP3A	-0.2685	0.4972	None
ENSG00000145949	MYLK4	-0.958	0.3474	None
ENSG00000100614	PPM1A	0.1441	0.6602	None
ENSG00000134531	EMP1	0.0225	0.9795	None
ENSG00000142046	TMEM91	-0.029	0.9833	None
ENSG00000103356	EARS2	-0.1621	0.5954	None
ENSG00000138617	PARP16	-0.1262	0.8474	None
ENSG00000143494	VASH2	2.2581	0.1005	None
ENSG00000025434	NR1H3	-0.4975	0.4988	None
ENSG00000141736	ERBB2	-0.1992	0.5974	None
ENSG00000125730	C3	-2.9862	0.0053	down
ENSG00000066933	MYO9A	-0.1751	0.8258	None
ENSG00000169962	TAS1R3	-0.4126	0.8092	None
ENSG00000081377	CDC14B	-0.0945	0.8556	None
ENSG00000135069	PSAT1	0.4768	0.4882	None
ENSG00000277182	AC006449.5	0.7709	0.6764	None
ENSG00000265491	RNF115	-0.1066	0.8262	None
ENSG00000180673	EXOC5P1	2.4194	0.221	None
ENSG00000224281	SLC25A5-AS1	1.4546	0.0982	None
ENSG00000071127	WDR1	-0.0717	0.7697	None
ENSG00000133243	BTBD2	-0.2215	0.3367	None
ENSG00000223485	LINC01615	0.6915	0.4876	None
ENSG00000011007	ELOA	0.2302	0.5395	None
ENSG00000156804	FBXO32	0.0211	0.9911	None
ENSG00000227963	RBM15-AS1	1.5297	0.2566	None
ENSG00000136950	ARPC5L	0.0373	0.9513	None
ENSG00000236824	BCYRN1	0.1276	0.9566	None
ENSG00000222020	AC062017.1	0.9146	0.6212	None
ENSG00000176340	COX8A	-0.0415	0.9335	None
ENSG00000080986	NDC80	1.6008	0.0035	None
ENSG00000169914	OTUD3	0.3213	0.4242	None
ENSG00000178343	SHISA3	0.4272	0.8676	None
ENSG00000100823	APEX1	0.2353	0.4241	None
ENSG00000006625	GGCT	0.2468	0.5454	None
ENSG00000099624	ATP5F1D	-0.2264	0.3358	None
ENSG00000122863	CHST3	0.1297	0.649	None
ENSG00000157214	STEAP2	-2.6232	0.0303	down
ENSG00000243364	EFNA4	0.1783	0.7443	None
ENSG00000185808	PIGP	-0.2732	0.5581	None
ENSG00000188690	UROS	-0.2082	0.4334	None
ENSG00000090372	STRN4	-0.0399	0.9044	None
ENSG00000076513	ANKRD13A	-0.0874	0.8321	None
ENSG00000140961	OSGIN1	-0.374	0.2253	None
ENSG00000023839	ABCC2	0.2128	0.8992	None
ENSG00000184281	TSSC4	-0.0245	0.9619	None
ENSG00000100228	RAB36	-0.7448	0.0116	None
ENSG00000087995	METTL2A	0.1233	0.6955	None
ENSG00000265778	AC018413.1	0.9402	0.3272	None
ENSG00000279730	SETD8P1	0.125	0.9124	None
ENSG00000112739	PRPF4B	0.4158	0.4327	None
ENSG00000159899	NPR2	-0.4638	0.1254	None
ENSG00000151623	NR3C2	-0.9341	0.4788	None
ENSG00000196177	ACADSB	0.0102	0.9891	None
ENSG00000270170	NCBP2-AS2	0.2993	0.4972	None
ENSG00000235437	LINC01278	-0.1639	0.7156	None
ENSG00000159885	ZNF222	-0.0736	0.9555	None
ENSG00000136840	ST6GALNAC4	-0.3815	0.4207	None
ENSG00000143319	ISG20L2	0.0654	0.91	None
ENSG00000204427	ABHD16A	0.2164	0.8662	None
ENSG00000267199	AP001029.2	0.198	0.9454	None
ENSG00000134755	DSC2	0.7101	0.3573	None
ENSG00000257086	AP001453.4	-0.6222	0.5969	None
ENSG00000166578	IQCD	-0.1227	0.9634	None
ENSG00000103642	LACTB	-0.3467	0.6257	None
ENSG00000226268	AC135977.1	1.0244	0.4117	None
ENSG00000262879	AC068152.1	-0.1143	0.8818	None
ENSG00000157837	SPPL3	0.068	0.8985	None
ENSG00000272602	ZNF595	0.6824	0.1283	None
ENSG00000187522	HSPA14	0.502	0.0838	None
ENSG00000258011	HMGA1P3	0.0015	0.9992	None
ENSG00000141030	COPS3	0.133	0.7148	None
ENSG00000280604	AJ239328.1	-0.5166	0.696	None
ENSG00000176933	TOB2P1	0.3081	0.9102	None
ENSG00000110048	OSBP	-0.1009	0.8038	None
ENSG00000169230	PRELID1	-0.0236	0.9661	None
ENSG00000142409	ZNF787	-0.0757	0.8417	None
ENSG00000196605	ZNF846	-0.4267	0.6004	None
ENSG00000133216	EPHB2	-0.1237	0.8989	None
ENSG00000142632	ARHGEF19	-0.0484	0.9645	None
ENSG00000138326	RPS24	0.0074	0.9866	None
ENSG00000272008	AL139274.2	1.4665	0.4441	None
ENSG00000189319	FAM53B	0.102	0.8462	None
ENSG00000176165	FOXG1	-0.8809	0.4628	None
ENSG00000148331	ASB6	-0.0498	0.902	None
ENSG00000215482	CALM2P3	-0.4814	0.7791	None
ENSG00000177051	FBXO46	0.0487	0.9421	None
ENSG00000279583	AC009086.3	0.2397	0.9335	None
ENSG00000132561	MATN2	1.2301	0.0798	None
ENSG00000101745	ANKRD12	-0.2842	0.7851	None
ENSG00000276115	AC026356.2	0.605	0.7611	None
ENSG00000103995	CEP152	0.7354	0.4765	None
ENSG00000075142	SRI	-0.1621	0.5637	None
ENSG00000104660	LEPROTL1	-0.0217	0.962	None
ENSG00000179262	RAD23A	0.0221	0.9587	None
ENSG00000028203	VEZT	0.0715	0.9478	None
ENSG00000267201	LINC01775	2.1029	0.0349	up
ENSG00000054965	FAM168A	-0.2267	0.4743	None
ENSG00000176393	RNPEP	-0.0664	0.8094	None
ENSG00000113851	CRBN	0.0053	0.9938	None
ENSG00000142694	EVA1B	-0.4207	0.0178	None
ENSG00000063601	MTMR1	-0.2803	0.3296	None
ENSG00000135439	AGAP2	1.4635	0.2476	None
ENSG00000151229	SLC2A13	-0.188	0.861	None
ENSG00000282304	AC140479.5	1.519	0.2552	None
ENSG00000109320	NFKB1	-0.0228	0.9582	None
ENSG00000256742	AC145422.1	0.7458	0.7266	None
ENSG00000105672	ETV2	-0.3454	0.5281	None
ENSG00000143178	TBX19	-1.0326	0.2168	None
ENSG00000011376	LARS2	-0.0172	0.9634	None
ENSG00000172687	ZNF738	0.6604	0.1978	None
ENSG00000270587	AC046185.2	0.3611	0.8209	None
ENSG00000241839	PLEKHO2	-0.0566	0.9336	None
ENSG00000221953	C1orf229	-0.3584	0.9008	None
ENSG00000146094	DOK3	1.0058	0.0976	None
ENSG00000158006	PAFAH2	-0.3751	0.1867	None
ENSG00000272040	AC010245.2	-0.3679	0.8822	None
ENSG00000154001	PPP2R5E	0.2538	0.4297	None
ENSG00000130544	ZNF557	0.2005	0.6502	None
ENSG00000083093	PALB2	0.3499	0.5102	None
ENSG00000183801	OLFML1	-1.9743	0.3913	None
ENSG00000112877	CEP72	0.5296	0.353	None
ENSG00000024526	DEPDC1	1.5966	0.0114	None
ENSG00000267100	ILF3-AS1	0.7194	0.0361	None
ENSG00000144040	SFXN5	-0.0895	0.7983	None
ENSG00000155754	C2CD6	-0.615	0.6031	None
ENSG00000261342	AC006538.1	-0.3073	0.8513	None
ENSG00000038427	VCAN	0.2742	0.7845	None
ENSG00000272599	AC016394.2	-0.1368	0.9351	None
ENSG00000143258	USP21	0.0456	0.9445	None
ENSG00000268655	AC008687.4	-1.8453	0.2224	None
ENSG00000107819	SFXN3	-0.0282	0.9487	None
ENSG00000102007	PLP2	-0.0724	0.8942	None
ENSG00000103494	RPGRIP1L	-0.0459	0.968	None
ENSG00000130254	SAFB2	0.2136	0.5616	None
ENSG00000130244	FAM98C	-0.2806	0.3184	None
ENSG00000141577	CEP131	0.1637	0.7399	None
ENSG00000159496	RGL4	0.1955	0.9217	None
ENSG00000075131	TIPIN	0.4346	0.541	None
ENSG00000236438	FAM157A	0.2947	0.8927	None
ENSG00000178952	TUFM	-0.0491	0.9253	None
ENSG00000214182	PTMAP5	0.2853	0.6319	None
ENSG00000137409	MTCH1	-0.1536	0.6194	None
ENSG00000008869	HEATR5B	0.0132	0.9831	None
ENSG00000105427	CNFN	0.0477	0.9846	None
ENSG00000160767	FAM189B	-0.269	0.4856	None
ENSG00000261126	RBFADN	0.783	0.6237	None
ENSG00000198886	MT-ND4	-0.2907	0.4257	None
ENSG00000138030	KHK	0.031	0.9813	None
ENSG00000109189	USP46	0.4467	0.0211	None
ENSG00000109046	WSB1	0.22	0.5808	None
ENSG00000059145	UNKL	-0.0351	0.9535	None
ENSG00000233230	AC079807.1	0.4022	0.4778	None
ENSG00000228501	RPL15P18	0.4542	0.8202	None
ENSG00000233308	OSTN-AS1	-3.2526	6e-4	down
ENSG00000110435	PDHX	-0.1378	0.7635	None
ENSG00000182197	EXT1	0.2255	0.0486	None
ENSG00000230457	PA2G4P4	0.0125	0.9878	None
ENSG00000280734	LINC01232	1.0928	0.5787	None
ENSG00000259275	AC087477.2	-0.1607	0.9654	None
ENSG00000122729	ACO1	-0.1735	0.5885	None
ENSG00000169018	FEM1B	0.0721	0.9404	None
ENSG00000278600	AC015871.3	0.0029	0.9991	None
ENSG00000196843	ARID5A	0.005	0.996	None
ENSG00000198331	HYLS1	0.4855	0.261	None
ENSG00000163710	PCOLCE2	-1.8879	0.0025	None
ENSG00000257815	LINC01481	0.4935	0.7302	None
ENSG00000164938	TP53INP1	0.5189	0.5416	None
ENSG00000271447	MMP28	0.9829	0.4087	None
ENSG00000268350	FAM156A	-1.3404	0.3476	None
ENSG00000157193	LRP8	0.2579	0.595	None
ENSG00000070018	LRP6	0.1329	0.8879	None
ENSG00000175224	ATG13	-0.0904	0.8377	None
ENSG00000172469	MANEA	-0.098	0.9504	None
ENSG00000104904	OAZ1	-0.0689	0.8136	None
ENSG00000237149	ZNF503-AS2	-0.0744	0.9504	None
ENSG00000177666	PNPLA2	-0.234	0.1329	None
ENSG00000134597	RBMX2	0.1954	0.501	None
ENSG00000064933	PMS1	0.4174	0.423	None
ENSG00000126562	WNK4	-0.632	0.4548	None
ENSG00000272369	AC008035.1	0.0423	0.9869	None
ENSG00000226419	SLC16A1-AS1	-0.064	0.9356	None
ENSG00000181467	RAP2B	0.2417	0.6113	None
ENSG00000116017	ARID3A	-0.0212	0.9763	None
ENSG00000271335	AL117336.3	0.1963	0.8947	None
ENSG00000105877	DNAH11	0.4033	0.8766	None
ENSG00000125629	INSIG2	0.1623	0.8372	None
ENSG00000099917	MED15	-0.2035	0.3807	None
ENSG00000231010	AL121672.1	1.3621	0.4159	None
ENSG00000124193	SRSF6	0.1734	0.5619	None
ENSG00000253981	ALG1L13P	-0.8253	0.6913	None
ENSG00000132141	CCT6B	-0.2725	0.8569	None
ENSG00000175390	EIF3F	-0.1291	0.7281	None
ENSG00000186862	PDZD7	-0.6515	0.3574	None
ENSG00000090273	NUDC	-0.034	0.9486	None
ENSG00000060656	PTPRU	-0.0617	0.9604	None
ENSG00000136830	FAM129B	-0.1137	0.6695	None
ENSG00000256591	AP003108.2	0.4018	0.8631	None
ENSG00000057704	TMCC3	-0.2542	0.5529	None
ENSG00000002919	SNX11	-0.0653	0.8459	None
ENSG00000156030	ELMSAN1	0.0284	0.9513	None
ENSG00000276045	ORAI1	-0.4431	0.0103	None
ENSG00000188643	S100A16	-0.0207	0.9795	None
ENSG00000162645	GBP2	-0.0131	0.9938	None
ENSG00000086200	IPO11	0.5548	0.2261	None
ENSG00000196678	ERI2	0.6337	0.2476	None
ENSG00000174600	CMKLR1	0.2955	0.8028	None
ENSG00000113141	IK	0.0687	0.8539	None
ENSG00000271857	AL096865.1	1.0249	0.3041	None
ENSG00000072501	SMC1A	0.3169	0.5226	None
ENSG00000116898	MRPS15	-0.0142	0.9767	None
ENSG00000177302	TOP3A	0.2637	0.5552	None
ENSG00000196358	NTNG2	-0.6119	0.5009	None
ENSG00000155980	KIF5A	-0.7156	0.5027	None
ENSG00000105976	MET	0.5753	0.2587	None
ENSG00000259516	ANP32AP1	-0.7893	0.5949	None
ENSG00000145425	RPS3A	0.0475	0.9074	None
ENSG00000108688	CCL7	0.5666	0.8853	None
ENSG00000113732	ATP6V0E1	-0.173	0.5385	None
ENSG00000131389	SLC6A6	0.324	0.6851	None
ENSG00000171863	RPS7	-0.0252	0.957	None
ENSG00000246705	H2AFJ	-0.1799	0.639	None
ENSG00000144214	LYG1	0.6189	0.744	None
ENSG00000134987	WDR36	0.2941	0.6351	None
ENSG00000141564	RPTOR	-0.1597	0.6178	None
ENSG00000185829	ARL17A	0.3548	0.6833	None
ENSG00000243926	TIPARP-AS1	0.7491	0.6565	None
ENSG00000180287	PLD5	1.4332	0.2118	None
ENSG00000205795	CYS1	-1.2889	0.3424	None
ENSG00000256663	AC112777.1	1.0782	0.0622	None
ENSG00000035115	SH3YL1	0.0091	0.9896	None
ENSG00000119927	GPAM	0.6999	0.0616	None
ENSG00000118193	KIF14	1.305	0.1087	None
ENSG00000164889	SLC4A2	-0.1882	0.3253	None
ENSG00000156697	UTP14A	0.355	0.2647	None
ENSG00000133195	SLC39A11	-0.2923	0.2268	None
ENSG00000173171	MTX1	-0.1365	0.6286	None
ENSG00000227014	AC007285.1	-0.8498	0.5471	None
ENSG00000070404	FSTL3	-0.5652	0.0953	None
ENSG00000113966	ARL6	-0.2168	0.7982	None
ENSG00000118855	MFSD1	-0.3552	0.24	None
ENSG00000254585	MAGEL2	1.1793	0.4587	None
ENSG00000275713	HIST1H2BH	0.7319	0.5067	None
ENSG00000116747	TROVE2	0.3678	0.5768	None
ENSG00000144224	UBXN4	0.0345	0.9763	None
ENSG00000166046	TCP11L2	-0.0685	0.9662	None
ENSG00000134825	TMEM258	0.0573	0.9188	None
ENSG00000066422	ZBTB11	0.2622	0.6873	None
ENSG00000245975	AC090515.2	-0.3814	0.8374	None
ENSG00000126903	SLC10A3	-0.3285	0.206	None
ENSG00000246898	LINC00920	0.1509	0.9245	None
ENSG00000247934	AC022364.1	0.1326	0.9301	None
ENSG00000133641	C12orf29	-0.0666	0.9006	None
ENSG00000198786	MT-ND5	-0.1284	0.685	None
ENSG00000172794	RAB37	-0.0736	0.9763	None
ENSG00000069998	HDHD5	0.1074	0.8742	None
ENSG00000112290	WASF1	0.3963	0.0228	None
ENSG00000182362	YBEY	-0.2257	0.559	None
ENSG00000122140	MRPS2	0.102	0.8527	None
ENSG00000141469	SLC14A1	0.2353	0.8229	None
ENSG00000078018	MAP2	-3.2817	3e-4	down
ENSG00000100558	PLEK2	-0.2902	0.5866	None
ENSG00000161956	SENP3	-0.0497	0.9293	None
ENSG00000178761	FAM219B	-0.3065	0.4582	None
ENSG00000198589	LRBA	0.1153	0.9186	None
ENSG00000138821	SLC39A8	-0.0561	0.9627	None
ENSG00000036448	MYOM2	0.5916	0.8035	None
ENSG00000163536	SERPINI1	-0.7567	0.3973	None
ENSG00000172943	PHF8	-0.1127	0.7751	None
ENSG00000231312	AC007388.1	-0.2227	0.6958	None
ENSG00000174485	DENND4A	-0.0808	0.9297	None
ENSG00000273162	AL133215.2	2.2691	0.2472	None
ENSG00000116213	WRAP73	0.0602	0.8709	None
ENSG00000128245	YWHAH	0.1634	0.6149	None
ENSG00000151575	TEX9	0.9732	0.2499	None
ENSG00000119684	MLH3	-0.2193	0.7258	None
ENSG00000267312	AC015911.4	-0.0629	0.9777	None
ENSG00000131148	EMC8	0.028	0.9632	None
ENSG00000102302	FGD1	-0.2634	0.2529	None
ENSG00000167930	FAM234A	-0.3395	0.1762	None
ENSG00000111786	SRSF9	0.0593	0.896	None
ENSG00000120008	WDR11	-0.0213	0.9762	None
ENSG00000237036	ZEB1-AS1	0.526	0.3964	None
ENSG00000122420	PTGFR	-0.308	0.7166	None
ENSG00000013588	GPRC5A	0.0622	0.9497	None
ENSG00000176422	SPRYD4	0.1206	0.8592	None
ENSG00000244754	N4BP2L2	0.3055	0.634	None
ENSG00000105738	SIPA1L3	-0.288	0.6004	None
ENSG00000235257	ITGA9-AS1	-0.0504	0.9713	None
ENSG00000137726	FXYD6	5.9488	0.0097	up
ENSG00000149557	FEZ1	-0.1921	0.486	None
ENSG00000028528	SNX1	0.0201	0.9611	None
ENSG00000125384	PTGER2	-0.0841	0.9171	None
ENSG00000241644	INMT	-2.8227	0.1193	None
ENSG00000163818	LZTFL1	0.2723	0.6686	None
ENSG00000113594	LIFR	0.6862	0.197	None
ENSG00000144554	FANCD2	1.2328	0.0186	None
ENSG00000124104	SNX21	0.0228	0.9767	None
ENSG00000109180	OCIAD1	0.0637	0.8136	None
ENSG00000257727	CNPY2	0.1592	0.8104	None
ENSG00000213888	LINC01521	0.11	0.9182	None
ENSG00000099958	DERL3	-0.4164	0.8947	None
ENSG00000121089	NACA3P	-0.1771	0.9478	None
ENSG00000277117	FP565260.3	3e-4	0.9999	None
ENSG00000197265	GTF2E2	-0.0897	0.7191	None
ENSG00000163798	SLC4A1AP	0.1501	0.6089	None
ENSG00000204084	INPP5B	-0.0607	0.944	None
ENSG00000281005	LINC00921	0.6495	0.7521	None
ENSG00000229214	LINC00242	0.6464	0.6901	None
ENSG00000101986	ABCD1	-0.657	0.0261	None
ENSG00000169189	NSMCE1	-0.1465	0.556	None
ENSG00000213626	LBH	1.1147	0.061	None
ENSG00000125630	POLR1B	0.1441	0.7214	None
ENSG00000229647	MYOSLID	0.1365	0.9253	None
ENSG00000238072	AC009244.1	-0.1554	0.8608	None
ENSG00000133935	ERG28	0.2284	0.822	None
ENSG00000185220	PGBD2	0.2592	0.6357	None
ENSG00000106635	BCL7B	0.1454	0.7038	None
ENSG00000227028	SLC8A1-AS1	-0.8069	0.4528	None
ENSG00000105997	HOXA3	0.4987	0.5533	None
ENSG00000198039	ZNF273	0.7189	0.2051	None
ENSG00000127957	PMS2P3	0.0544	0.9513	None
ENSG00000143742	SRP9	0.3604	0.1913	None
ENSG00000179406	LINC00174	-0.1597	0.9039	None
ENSG00000278540	ACACA	0.0025	0.9978	None
ENSG00000064225	ST3GAL6	0.4871	0.6486	None
ENSG00000166619	BLCAP	-0.3191	0.3536	None
ENSG00000113387	SUB1	0.3242	0.2049	None
ENSG00000155957	TMBIM4	-0.3249	0.5305	None
ENSG00000261625	AP003071.4	-0.1833	0.9293	None
ENSG00000158435	CNOT11	-0.083	0.7776	None
ENSG00000251595	ABCA11P	0.0444	0.9806	None
ENSG00000270184	AC018695.4	0.8165	0.6436	None
ENSG00000131504	DIAPH1	-0.059	0.8619	None
ENSG00000160013	PTGIR	-0.4612	0.6638	None
ENSG00000081307	UBA5	-0.1049	0.8346	None
ENSG00000277449	CEBPB-AS1	0.3171	0.9253	None
ENSG00000101849	TBL1X	0.3527	0.5006	None
ENSG00000136925	TSTD2	-0.0291	0.9762	None
ENSG00000106780	MEGF9	-0.0144	0.984	None
ENSG00000228203	RNF144A-AS1	0.9635	0.1186	None
ENSG00000167244	IGF2	2.452	0.0369	up
ENSG00000130748	TMEM160	-0.0313	0.945	None
