gene_id	gene	log2FoldChange	padj	stat
ENSG00000107581	EIF3A	-0.2553	0.1973	None
ENSG00000204611	ZNF616	-0.1738	0.752	None
ENSG00000100296	THOC5	-0.0553	0.8926	None
ENSG00000085872	CHERP	-0.0732	0.8614	None
ENSG00000154864	PIEZO2	0.6629	0.1873	None
ENSG00000100147	CCDC134	-0.4427	0.3048	None
ENSG00000139323	POC1B	0.1211	0.8029	None
ENSG00000118508	RAB32	-0.0047	0.9896	None
ENSG00000227855	DPY19L2P3	0.1746	0.8417	None
ENSG00000122965	RBM19	-0.1427	0.5872	None
ENSG00000167900	TK1	-0.6379	0.044	None
ENSG00000158805	ZNF276	0.3303	0.3066	None
ENSG00000136247	ZDHHC4	0.0349	0.9456	None
ENSG00000259642	ST20-AS1	0.3606	0.4866	None
ENSG00000219200	RNASEK	0.053900000000000003	0.968	None
ENSG00000108671	PSMD11	-0.1389	0.5441	None
ENSG00000118513	MYB	-1.4157	0.0155	None
ENSG00000134461	ANKRD16	-0.15310000000000001	0.8221	None
ENSG00000185070	FLRT2	-0.0943	0.8917	None
ENSG00000163466	ARPC2	-0.0436	0.8865	None
ENSG00000136436	CALCOCO2	0.2143	0.441	None
ENSG00000167778	SPRYD3	-0.4366	0.025	None
ENSG00000206573	THUMPD3-AS1	-0.3264	0.5374	None
ENSG00000175662	TOM1L2	0.0082	0.9818	None
ENSG00000103343	ZNF174	0.245	0.611	None
ENSG00000115738	ID2	-0.5549	0.3107	None
ENSG00000123353	ORMDL2	-0.189	0.5215	None
ENSG00000237172	B3GNT9	0.3739	0.219	None
ENSG00000139190	VAMP1	0.3685	0.5217	None
ENSG00000121406	ZNF549	-0.2295	0.699	None
ENSG00000185485	SDHAP1	0.0866	0.909	None
ENSG00000130175	PRKCSH	-0.1794	0.4651	None
ENSG00000101084	C20orf24	-0.0777	0.8413	None
ENSG00000091592	NLRP1	0.4749	0.1082	None
ENSG00000105364	MRPL4	-0.2599	0.2546	None
ENSG00000136122	BORA	-0.7387	0.0386	None
ENSG00000173992	CCS	0.3337	0.3185	None
ENSG00000115295	CLIP4	0.4845	0.0478	None
ENSG00000132199	ENOSF1	0.2295	0.6009	None
ENSG00000103653	CSK	-0.2301	0.3185	None
ENSG00000070614	NDST1	0.1845	0.3948	None
ENSG00000164604	GPR85	0.6376	0.1317	None
ENSG00000151116	UEVLD	-0.1057	0.7863	None
ENSG00000160766	GBAP1	-0.1867	0.8353	None
ENSG00000169057	MECP2	0.1167	0.7089	None
ENSG00000205730	ITPRIPL2	0.1341	0.6515	None
ENSG00000167513	CDT1	-1.0496	1e-4	None
ENSG00000130299	GTPBP3	0.0807	0.8638	None
ENSG00000189056	RELN	-2.1844	0.2283	None
ENSG00000055813	CCDC85A	-0.4008	0.7087	None
ENSG00000173221	GLRX	0.4225	0.0319	None
ENSG00000111335	OAS2	1.0714	0.6428	None
ENSG00000213585	VDAC1	-0.1091	0.6458	None
ENSG00000185650	ZFP36L1	-0.0446	0.8987	None
ENSG00000084764	MAPRE3	0.2238	0.6052	None
ENSG00000170949	ZNF160	-0.0046	0.9938	None
ENSG00000175611	LINC00476	0.1003	0.9382	None
ENSG00000250312	ZNF718	-0.5218	0.4586	None
ENSG00000130635	COL5A1	-0.5552	0.5575	None
ENSG00000136295	TTYH3	0.2565	0.226	None
ENSG00000136279	DBNL	-0.2426	0.1573	None
ENSG00000145740	SLC30A5	0.0383	0.9067	None
ENSG00000197182	MIRLET7BHG	0.5636	0.4492	None
ENSG00000129292	PHF20L1	-0.2067	0.4898	None
ENSG00000163138	PACRGL	-0.0622	0.9129	None
ENSG00000128284	APOL3	0.6478	0.1836	None
ENSG00000271270	TMCC1-AS1	-0.2313	0.8187	None
ENSG00000173409	ARV1	0.1274	0.7831	None
ENSG00000164096	C4orf3	0.0224	0.9573	None
ENSG00000149923	PPP4C	0.1185	0.6151	None
ENSG00000125124	BBS2	0.5728	0.0135	None
ENSG00000157796	WDR19	0.1049	0.8471	None
ENSG00000177119	ANO6	0.2383	0.3745	None
ENSG00000106153	CHCHD2	-0.0636	0.8087	None
ENSG00000265681	RPL17	0.1537	0.7068	None
ENSG00000116095	PLEKHA3	-0.1135	0.7575	None
ENSG00000143409	MINDY1	0.5927	0.0818	None
ENSG00000243199	AC115223.1	-0.1469	0.6924	None
ENSG00000175893	ZDHHC21	0.0214	0.9734	None
ENSG00000112305	SMAP1	0.2767	0.4767	None
ENSG00000144674	GOLGA4	0.0758	0.8701	None
ENSG00000159592	GPBP1L1	-0.0062	0.9864	None
ENSG00000239264	TXNDC5	-0.0088	0.982	None
ENSG00000220842	RPL21P16	-0.3447	0.2994	None
ENSG00000125962	ARMCX5	-0.2065	0.6648	None
ENSG00000164649	CDCA7L	-0.202	0.5105	None
ENSG00000145244	CORIN	-0.4894	0.6257	None
ENSG00000109787	KLF3	-0.2098	0.3857	None
ENSG00000197345	MRPL21	-0.3433	0.1265	None
ENSG00000106804	C5	-0.5617	0.2954	None
ENSG00000181541	MAB21L2	-0.0307	0.9907	None
ENSG00000104213	PDGFRL	0.8093	0.1138	None
ENSG00000100445	SDR39U1	-0.0565	0.9458	None
ENSG00000139304	PTPRQ	-0.6806	0.403	None
ENSG00000169740	ZNF32	0.0208	0.9687	None
ENSG00000123240	OPTN	0.3077	0.2715	None
ENSG00000174373	RALGAPA1	0.0211	0.9741	None
ENSG00000124788	ATXN1	0.0752	0.9091	None
ENSG00000165072	MAMDC2	0.8048	0.5494	None
ENSG00000138587	MNS1	-0.4541	0.5506	None
ENSG00000134057	CCNB1	-1.1679	0	None
ENSG00000117713	ARID1A	0.2485	0.3612	None
ENSG00000130985	UBA1	-0.01	0.9804	None
ENSG00000166780	C16orf45	0.2465	0.4429	None
ENSG00000136827	TOR1A	-0.137	0.5232	None
ENSG00000125779	PANK2	0.025	0.9558	None
ENSG00000171606	ZNF274	0.1703	0.6266	None
ENSG00000178184	PARD6G	0.0608	0.9594	None
ENSG00000023734	STRAP	-0.1617	0.3857	None
ENSG00000105254	TBCB	-0.0953	0.7149	None
ENSG00000125944	HNRNPR	-0.3408	0.1687	None
ENSG00000178935	ZNF552	0.0093	0.9907	None
ENSG00000153310	FAM49B	0.0242	0.9651	None
ENSG00000137507	LRRC32	0.4216	0.4212	None
ENSG00000114999	TTL	-0.0814	0.7863	None
ENSG00000221821	C6orf226	0.1473	0.8304	None
ENSG00000120662	MTRF1	-0.0064	0.9918	None
ENSG00000085832	EPS15	-0.1349	0.6571	None
ENSG00000198846	TOX	-0.5377	0.3779	None
ENSG00000149231	CCDC82	-0.3686	0.2564	None
ENSG00000164283	ESM1	0.0533	0.9678	None
ENSG00000241506	PSMC1P1	-0.7515	0.1098	None
ENSG00000143753	DEGS1	-0.0686	0.8003	None
ENSG00000136631	VPS45	-0.1217	0.6791	None
ENSG00000213713	PIGCP1	0.4203	0.524	None
ENSG00000166860	ZBTB39	-0.0822	0.8561	None
ENSG00000164011	ZNF691	-0.4189	0.3836	None
ENSG00000114491	UMPS	-0.6563	0.0067	None
ENSG00000281649	EBLN3P	0.2296	0.3438	None
ENSG00000080822	CLDND1	-0.2375	0.469	None
ENSG00000170456	DENND5B	0.2714	0.5265	None
ENSG00000072756	TRNT1	-0.2665	0.3747	None
ENSG00000198406	BZW1P2	-0.5018	0.3831	None
ENSG00000158828	PINK1	0.2326	0.5227	None
ENSG00000023171	GRAMD1B	1.3676	0.2698	None
ENSG00000169251	NMD3	-0.3031	0.2183	None
ENSG00000136235	GPNMB	-0.4762	0.5204	None
ENSG00000018510	AGPS	-0.2671	0.2241	None
ENSG00000183474	GTF2H2C	-0.4616	0.1182	None
ENSG00000117450	PRDX1	-0.1478	0.5946	None
ENSG00000143862	ARL8A	-0.0704	0.8374	None
ENSG00000187514	PTMA	-0.203	0.5615	None
ENSG00000116874	WARS2	-0.194	0.6016	None
ENSG00000129187	DCTD	0.0464	0.8865	None
ENSG00000174791	RIN1	-0.1668	0.5599	None
ENSG00000121481	RNF2	-0.2919	0.2618	None
ENSG00000104381	GDAP1	-0.4425	0.275	None
ENSG00000125834	STK35	0.1679	0.5987	None
ENSG00000171100	MTM1	0.0168	0.9793	None
ENSG00000180806	HOXC9	-0.189	0.6209	None
ENSG00000213024	NUP62	-0.2869	0.2763	None
ENSG00000284693	AL928921.2	-0.0639	0.9603	None
ENSG00000092068	SLC7A8	1.3601	0.0071	None
ENSG00000159459	UBR1	-0.1002	0.7828	None
ENSG00000164978	NUDT2	0.0989	0.9021	None
ENSG00000022567	SLC45A4	0.2272	0.6627	None
ENSG00000165474	GJB2	-0.0696	0.9331	None
ENSG00000180008	SOCS4	-0.0514	0.9037	None
ENSG00000139675	HNRNPA1L2	-0.0041	0.9949	None
ENSG00000105568	PPP2R1A	-0.0749	0.7696	None
ENSG00000123066	MED13L	0.1732	0.5845	None
ENSG00000172830	SSH3	0.3321	0.2923	None
ENSG00000100575	TIMM9	-0.3434	0.2714	None
ENSG00000137496	IL18BP	0.1421	0.8895	None
ENSG00000125901	MRPS26	-0.3109	0.2541	None
ENSG00000123154	WDR83	0.0949	0.8948	None
ENSG00000131899	LLGL1	0.1179	0.6204	None
ENSG00000089009	RPL6	-0.1241	0.6178	None
ENSG00000204682	CASC10	1.1802	0.0028	None
ENSG00000101997	CCDC22	-0.3794	0.1512	None
ENSG00000182195	LDOC1	0.2043	0.5076	None
ENSG00000170100	ZNF778	0.2633	0.4972	None
ENSG00000182858	ALG12	0.0228	0.9664	None
ENSG00000182378	PLCXD1	-0.2966	0.325	None
ENSG00000237649	KIFC1	-0.774	0.0044	None
ENSG00000104231	ZFAND1	-0.2985	0.4359	None
ENSG00000159714	ZDHHC1	0.409	0.2248	None
ENSG00000122591	FAM126A	-0.4804	0.0265	None
ENSG00000116128	BCL9	0.4943	0.0342	None
ENSG00000249565	SERBP1P5	-0.5132	0.1795	None
ENSG00000111077	TNS2	0.2856	0.2954	None
ENSG00000159884	CCDC107	-0.0757	0.8931	None
ENSG00000088035	ALG6	-0.4929	0.1229	None
ENSG00000196369	SRGAP2B	0.2421	0.6984	None
ENSG00000093010	COMT	0.1556	0.5014	None
ENSG00000119929	CUTC	-0.5241	0.0649	None
ENSG00000168883	USP39	-0.1782	0.5298	None
ENSG00000154114	TBCEL	-0.2122	0.6107	None
ENSG00000197081	IGF2R	0.3464	0.1163	None
ENSG00000078246	TULP3	0.3204	0.1723	None
ENSG00000188026	RILPL1	0.1457	0.7089	None
ENSG00000111737	RAB35	-0.1998	0.3162	None
ENSG00000167720	SRR	-0.092	0.8926	None
ENSG00000169564	PCBP1	-0.1653	0.499	None
ENSG00000185010	F8	-0.1172	0.915	None
ENSG00000097021	ACOT7	-0.125	0.6161	None
ENSG00000169174	PCSK9	2.8528	0	up
ENSG00000140367	UBE2Q2	-0.2654	0.3565	None
ENSG00000120451	SNX19	0.1414	0.5465	None
ENSG00000055163	CYFIP2	1.0005	0.011	None
ENSG00000134684	YARS	0.3704	0.0263	None
ENSG00000108187	PBLD	-0.0943	0.9209	None
ENSG00000117133	RPF1	-0.3341	0.0836	None
ENSG00000183020	AP2A2	0.2143	0.2863	None
ENSG00000280433	FP565260.7	-0.2172	0.8417	None
ENSG00000127311	HELB	0.148	0.8916	None
ENSG00000095397	WHRN	0.3295	0.7739	None
ENSG00000132405	TBC1D14	0.2119	0.5307	None
ENSG00000205090	TMEM240	-0.1615	0.8431	None
ENSG00000102038	SMARCA1	0.2379	0.4218	None
ENSG00000180263	FGD6	0.546	0.1728	None
ENSG00000079432	CIC	0.6425	0.0041	None
ENSG00000095002	MSH2	-0.609	0.0142	None
ENSG00000151148	UBE3B	0.2386	0.3057	None
ENSG00000110442	COMMD9	-0.1815	0.5	None
ENSG00000146425	DYNLT1	-0.3481	0.2349	None
ENSG00000131849	ZNF132	-0.0746	0.9144	None
ENSG00000176182	MYPOP	0.5305	0.0657	None
ENSG00000188186	LAMTOR4	0.0675	0.8213	None
ENSG00000197841	ZNF181	0.1302	0.8926	None
ENSG00000155016	CYP2U1	0.3401	0.3193	None
ENSG00000137494	ANKRD42	0.3146	0.4541	None
ENSG00000107104	KANK1	0.1528	0.6232	None
ENSG00000137500	CCDC90B	-0.0829	0.8179	None
ENSG00000085719	CPNE3	0.2234	0.3857	None
ENSG00000154813	DPH3	-0.2036	0.5265	None
ENSG00000165006	UBAP1	-0.0991	0.7364	None
ENSG00000168303	MPLKIP	-0.0622	0.8687	None
ENSG00000105700	KXD1	-0.0926	0.73	None
ENSG00000155380	SLC16A1	-0.1855	0.3984	None
ENSG00000158301	GPRASP2	0.1167	0.8053	None
ENSG00000101335	MYL9	-0.2895	0.5143	None
ENSG00000164117	FBXO8	-0.0626	0.8931	None
ENSG00000138092	CENPO	-0.5239	0.0703	None
ENSG00000117151	CTBS	0.0524	0.9334	None
ENSG00000156976	EIF4A2	0.1246	0.5885	None
ENSG00000118564	FBXL5	-0.0606	0.8499	None
ENSG00000163902	RPN1	-0.0498	0.8779	None
ENSG00000166855	CLPX	-0.0264	0.9456	None
ENSG00000198324	FAM109A	-0.1366	0.6768	None
ENSG00000105887	MTPN	0.0214	0.9425	None
ENSG00000136874	STX17	0.0593	0.9143	None
ENSG00000143543	JTB	0.1291	0.5515	None
ENSG00000115339	GALNT3	0.7985	0.264	None
ENSG00000120306	CYSTM1	0.5016	0.1224	None
ENSG00000135678	CPM	1.1409	0.2073	None
ENSG00000105379	ETFB	-0.2659	0.3793	None
ENSG00000104368	PLAT	0.7597	7e-4	None
ENSG00000137819	PAQR5	-0.175	0.7269	None
ENSG00000243147	MRPL33	-0.2169	0.4845	None
ENSG00000143493	INTS7	-0.0983	0.765	None
ENSG00000111058	ACSS3	1.1048	0.036	None
ENSG00000117620	SLC35A3	-0.505	0.2066	None
ENSG00000146535	GNA12	0.2519	0.1648	None
ENSG00000179750	APOBEC3B	-0.829	0.0371	None
ENSG00000059691	GATB	-0.2886	0.3369	None
ENSG00000197714	ZNF460	-0.1489	0.8953	None
ENSG00000138162	TACC2	0.5481	0.0345	None
ENSG00000155876	RRAGA	0.0579	0.8567	None
ENSG00000109089	CDR2L	0.181	0.4136	None
ENSG00000101160	CTSZ	0.003	0.9939	None
ENSG00000182504	CEP97	-0.5636	0.1044	None
ENSG00000137267	TUBB2A	-0.1449	0.773	None
ENSG00000171150	SOCS5	0.0056	0.9896	None
ENSG00000100842	EFS	0.1835	0.9176	None
ENSG00000171453	POLR1C	-0.3061	0.2598	None
ENSG00000169016	E2F6	-0.0554	0.9118	None
ENSG00000095261	PSMD5	-0.0234	0.9562	None
ENSG00000099901	RANBP1	-0.468	0.0163	None
ENSG00000141971	MVB12A	0.0718	0.8417	None
ENSG00000136603	SKIL	-0.0202	0.978	None
ENSG00000072274	TFRC	-0.3543	0.1721	None
ENSG00000108175	ZMIZ1	0.4702	0.0915	None
ENSG00000147526	TACC1	0.0679	0.8301	None
ENSG00000134508	CABLES1	0.4575	0.6994	None
ENSG00000115760	BIRC6	0.0558	0.8876	None
ENSG00000188452	CERKL	0.1553	0.8705	None
ENSG00000048540	LMO3	-0.3278	0.7927	None
ENSG00000010165	METTL13	-0.2296	0.3459	None
ENSG00000107372	ZFAND5	0.2836	0.124	None
ENSG00000092820	EZR	-0.2335	0.3413	None
ENSG00000070061	ELP1	-0.1219	0.6366	None
ENSG00000113068	PFDN1	-0.1348	0.6629	None
ENSG00000125648	SLC25A23	0.5939	0.0342	None
ENSG00000144840	RABL3	0.0565	0.8925	None
ENSG00000168234	TTC39C	-0.0794	0.8986	None
ENSG00000198755	RPL10A	-0.1752	0.381	None
ENSG00000283787	AC051649.2	-0.1805	0.8574	None
ENSG00000090013	BLVRB	-0.2105	0.4704	None
ENSG00000137693	YAP1	0.162	0.4721	None
ENSG00000187068	C3orf70	-0.6531	0.1823	None
ENSG00000135749	PCNX2	0.5648	0.0629	None
ENSG00000157927	RADIL	-0.1467	0.8727	None
ENSG00000072954	TMEM38A	0.5655	0.1037	None
ENSG00000136068	FLNB	-0.0294	0.9531	None
ENSG00000164758	MED30	-0.0762	0.9097	None
ENSG00000100426	ZBED4	0.1093	0.6945	None
ENSG00000026025	VIM	0.0714	0.7896	None
ENSG00000173020	GRK2	0.0239	0.9501	None
ENSG00000029993	HMGB3	-0.6074	0.0244	None
ENSG00000149636	DSN1	-0.7053	0.0028	None
ENSG00000148848	ADAM12	-0.7562	0.4075	None
ENSG00000104964	AES	0.203	0.3073	None
ENSG00000171522	PTGER4	0.3153	0.4015	None
ENSG00000067900	ROCK1	-0.1027	0.8057	None
ENSG00000268895	A1BG-AS1	0.9311	0.0601	None
ENSG00000105245	NUMBL	0.2764	0.1443	None
ENSG00000196730	DAPK1	0.3001	0.4664	None
ENSG00000082458	DLG3	0.096	0.8153	None
ENSG00000155158	TTC39B	0.4034	0.2325	None
ENSG00000141540	TTYH2	-0.0578	0.9528	None
ENSG00000125743	SNRPD2	-0.1748	0.4355	None
ENSG00000130332	LSM7	-0.1815	0.4406	None
ENSG00000143248	RGS5	1.1892	0.0243	None
ENSG00000070081	NUCB2	-0.0757	0.8252	None
ENSG00000188985	DHFRP1	-0.951	0.0615	None
ENSG00000142459	EVI5L	0.4647	0.0562	None
ENSG00000137055	PLAA	-0.2334	0.3404	None
ENSG00000138756	BMP2K	0.0658	0.885	None
ENSG00000196465	MYL6B	0.1042	0.7241	None
ENSG00000134490	TMEM241	-0.0634	0.9021	None
ENSG00000102471	NDFIP2	0.2669	0.4121	None
ENSG00000100439	ABHD4	1.0037	0	None
ENSG00000169228	RAB24	0.302	0.5204	None
ENSG00000119705	SLIRP	-0.1429	0.6048	None
ENSG00000214826	DDX12P	-0.4972	0.2929	None
ENSG00000183426	NPIPA1	0.019	0.9823	None
ENSG00000143479	DYRK3	0.1559	0.6791	None
ENSG00000170633	RNF34	-0.3091	0.1733	None
ENSG00000119865	CNRIP1	-0.274	0.2978	None
ENSG00000157379	DHRS1	0.2892	0.5001	None
ENSG00000172260	NEGR1	-0.2953	0.5716	None
ENSG00000119408	NEK6	0.2767	0.3212	None
ENSG00000165775	FUNDC2	-0.1442	0.662	None
ENSG00000109929	SC5D	0.9259	1e-4	None
ENSG00000186567	CEACAM19	0.5473	0.379	None
ENSG00000204946	ZNF783	-0.1256	0.7594	None
ENSG00000088543	C3orf18	0.0578	0.9094	None
ENSG00000103226	NOMO3	0.0462	0.9274	None
ENSG00000168078	PBK	-0.9971	1e-4	None
ENSG00000183340	JRKL	-0.1789	0.6603	None
ENSG00000221955	SLC12A8	0.3678	0.2831	None
ENSG00000144837	PLA1A	1.7863	0.0253	None
ENSG00000008294	SPAG9	0.116	0.6483	None
ENSG00000106299	WASL	0.0921	0.7575	None
ENSG00000197885	NKIRAS1	-0.2095	0.6483	None
ENSG00000100523	DDHD1	-0.2422	0.3601	None
ENSG00000109111	SUPT6H	-0.0124	0.9727	None
ENSG00000186395	KRT10	-0.2932	0.2413	None
ENSG00000114738	MAPKAPK3	-0.0192	0.9651	None
ENSG00000105193	RPS16	-0.1933	0.3857	None
ENSG00000170348	TMED10	0.0277	0.9361	None
ENSG00000115594	IL1R1	-0.1079	0.8129	None
ENSG00000123473	STIL	-0.7018	0.0118	None
ENSG00000162627	SNX7	0.0045	0.9901	None
ENSG00000091436	MAP3K20	-0.246	0.2514	None
ENSG00000086232	EIF2AK1	0.2943	0.0825	None
ENSG00000170035	UBE2E3	-0.1385	0.5367	None
ENSG00000122884	P4HA1	-0.0065	0.9907	None
ENSG00000177082	WDR73	0.0349	0.9662	None
ENSG00000134201	GSTM5	-0.4214	0.9214	None
ENSG00000277203	F8A1	-0.2995	0.5666	None
ENSG00000054116	TRAPPC3	-0.1113	0.6584	None
ENSG00000119778	ATAD2B	-0.124	0.8374	None
ENSG00000172888	ZNF621	0.3469	0.213	None
ENSG00000243667	WDR92	-0.0519	0.9488	None
ENSG00000196323	ZBTB44	-0.0371	0.9524	None
ENSG00000228474	OST4	-0.162	0.4635	None
ENSG00000183955	KMT5A	-0.1079	0.6893	None
ENSG00000213347	MXD3	-0.5385	0.1644	None
ENSG00000145335	SNCA	1.6033	6e-4	None
ENSG00000182108	DEXI	-0.8374	0.0731	None
ENSG00000169116	PARM1	-1.2841	0.0438	None
ENSG00000114030	KPNA1	0.022	0.9524	None
ENSG00000087903	RFX2	0.3582	0.4297	None
ENSG00000124783	SSR1	-0.1672	0.5127	None
ENSG00000151923	TIAL1	-0.0146	0.9664	None
ENSG00000061656	SPAG4	0.1281	0.9002	None
ENSG00000109381	ELF2	-0.0933	0.8457	None
ENSG00000134278	SPIRE1	0.0392	0.9143	None
ENSG00000126091	ST3GAL3	0.3795	0.7152	None
ENSG00000119682	AREL1	0.369	0.0385	None
ENSG00000099977	DDT	0.1155	0.7316	None
ENSG00000173681	BCLAF3	0.3437	0.5463	None
ENSG00000131171	SH3BGRL	-0.1392	0.7766	None
ENSG00000162924	REL	-0.5106	0.4889	None
ENSG00000173917	HOXB2	0.0937	0.7682	None
ENSG00000143612	C1orf43	0.026	0.9274	None
ENSG00000163719	MTMR14	-0.0403	0.9094	None
ENSG00000188611	ASAH2	-0.2696	0.8322	None
ENSG00000213380	COG8	0.238	0.6913	None
ENSG00000198690	FAN1	0.0913	0.8196	None
ENSG00000262209	PCDHGB3	0.7574	0.3057	None
ENSG00000163565	IFI16	0.0566	0.898	None
ENSG00000197976	AKAP17A	0.1947	0.428	None
ENSG00000203326	ZNF525	-0.4408	0.6885	None
ENSG00000175115	PACS1	0.204	0.3731	None
ENSG00000135686	KLHL36	0.4424	0.0117	None
ENSG00000087152	ATXN7L3	0.0868	0.7746	None
ENSG00000174886	NDUFA11	-0.2352	0.5021	None
ENSG00000126391	FRMD8	0.0019	0.9949	None
ENSG00000172725	CORO1B	0.2052	0.3126	None
ENSG00000013306	SLC25A39	-0.0768	0.8038	None
ENSG00000113595	TRIM23	-0.1241	0.8213	None
ENSG00000196388	INCA1	0.3045	0.6571	None
ENSG00000107890	ANKRD26	-0.0471	0.9417	None
ENSG00000091972	CD200	-0.1269	0.837	None
ENSG00000285106	AC016831.7	0.284	0.6674	None
ENSG00000186364	NUDT17	0.3312	0.7164	None
ENSG00000183513	COA5	0.0746	0.877	None
ENSG00000131043	AAR2	-0.2272	0.4074	None
ENSG00000135124	P2RX4	-0.0524	0.9456	None
ENSG00000108588	CCDC47	-0.1964	0.4069	None
ENSG00000221926	TRIM16	0.278	0.3226	None
ENSG00000130204	TOMM40	-0.409	0.096	None
ENSG00000137193	PIM1	-0.3059	0.3404	None
ENSG00000255717	SNHG1	-0.386	0.1967	None
ENSG00000085491	SLC25A24	-0.2954	0.3293	None
ENSG00000178882	RFLNA	-0.7587	0.7323	None
ENSG00000163626	COX18	-0.0393	0.9282	None
ENSG00000121988	ZRANB3	0.1217	0.8676	None
ENSG00000056736	IL17RB	0.3279	0.7288	None
ENSG00000164107	HAND2	-0.0735	0.8374	None
ENSG00000182934	SRPRA	-0.0178	0.9563	None
ENSG00000157107	FCHO2	-0.0449	0.9375	None
ENSG00000083168	KAT6A	0.0206	0.9658	None
ENSG00000253846	PCDHGA10	0.3022	0.4598	None
ENSG00000135837	CEP350	-0.1633	0.7203	None
ENSG00000171163	ZNF692	0.2721	0.4689	None
ENSG00000203739	AL645568.1	-0.1342	0.9099	None
ENSG00000255121	AP003392.4	-0.881	0.2183	None
ENSG00000236088	COX10-AS1	0.2476	0.6447	None
ENSG00000204634	TBC1D8	0.6667	0.1579	None
ENSG00000144713	RPL32	-0.1599	0.4692	None
ENSG00000136877	FPGS	-0.043	0.8858	None
ENSG00000233426	EIF3FP3	0.1563	0.7464	None
ENSG00000139926	FRMD6	-0.0571	0.9274	None
ENSG00000197208	SLC22A4	-0.5173	0.3158	None
ENSG00000115977	AAK1	0.2	0.4727	None
ENSG00000099795	NDUFB7	-0.1361	0.5823	None
ENSG00000206432	TMEM200C	-0.0379	0.9918	None
ENSG00000147874	HAUS6	-0.5822	0.011	None
ENSG00000083720	OXCT1	-0.4845	0.0032	None
ENSG00000085998	POMGNT1	0.0696	0.8277	None
ENSG00000101290	CDS2	0.3684	0.1577	None
ENSG00000112874	NUDT12	-0.1792	0.7306	None
ENSG00000174606	ANGEL2	-0.0766	0.8304	None
ENSG00000134046	MBD2	-0.0362	0.917	None
ENSG00000137075	RNF38	-0.0244	0.9651	None
ENSG00000213790	OLA1P1	0.1447	0.8931	None
ENSG00000022267	FHL1	0.8457	0.0193	None
ENSG00000151657	KIN	-0.1441	0.743	None
ENSG00000244509	APOBEC3C	0.2325	0.3658	None
ENSG00000165757	JCAD	0.4741	0.0828	None
ENSG00000108961	RANGRF	0.0281	0.982	None
ENSG00000101391	CDK5RAP1	-0.2542	0.3133	None
ENSG00000167671	UBXN6	0.1748	0.427	None
ENSG00000156795	WDYHV1	-0.0774	0.8892	None
ENSG00000135164	DMTF1	0.1581	0.6627	None
ENSG00000089234	BRAP	-0.1145	0.7323	None
ENSG00000189001	SBSN	-2.7359	2e-4	down
ENSG00000029153	ARNTL2	0.1541	0.7174	None
ENSG00000085224	ATRX	0.176	0.6831	None
ENSG00000149289	ZC3H12C	0.2968	0.4157	None
ENSG00000108821	COL1A1	-0.4246	0.5786	None
ENSG00000126870	WDR60	0.394	0.1947	None
ENSG00000167703	SLC43A2	0.6334	0.2309	None
ENSG00000072110	ACTN1	-0.0095	0.9753	None
ENSG00000082515	MRPL22	-0.1614	0.5713	None
ENSG00000133275	CSNK1G2	0.2308	0.2026	None
ENSG00000100139	MICALL1	-0.0912	0.7475	None
ENSG00000070785	EIF2B3	-0.1289	0.6652	None
ENSG00000124532	MRS2	0.0632	0.8948	None
ENSG00000219607	PPP1R3G	0.9203	0.107	None
ENSG00000233927	RPS28	-0.1846	0.6324	None
ENSG00000151651	ADAM8	1.0751	0.0202	None
ENSG00000177311	ZBTB38	0.0623	0.8815	None
ENSG00000001084	GCLC	0.2746	0.5159	None
ENSG00000106976	DNM1	-0.4266	0.8059	None
ENSG00000260549	MT1L	-0.5787	0.0048	None
ENSG00000158716	DUSP23	0.0447	0.9392	None
ENSG00000109775	UFSP2	-0.0444	0.9103	None
ENSG00000100485	SOS2	0.1006	0.8301	None
ENSG00000111144	LTA4H	0.216	0.4385	None
ENSG00000160753	RUSC1	-0.3466	0.0528	None
ENSG00000124767	GLO1	-0.0688	0.806	None
ENSG00000065413	ANKRD44	0.3655	0.4958	None
ENSG00000072062	PRKACA	0.1759	0.3745	None
ENSG00000164342	TLR3	0.1285	0.8986	None
ENSG00000151612	ZNF827	0.6986	0.0199	None
ENSG00000161542	PRPSAP1	-0.3157	0.2281	None
ENSG00000133398	MED10	-0.3282	0.1262	None
ENSG00000099817	POLR2E	-0.153	0.5083	None
ENSG00000023287	RB1CC1	-0.019	0.9742	None
ENSG00000162714	ZNF496	0.2187	0.387	None
ENSG00000183077	AFMID	-0.0147	0.9804	None
ENSG00000165280	VCP	0.0796	0.7255	None
ENSG00000073861	TBX21	-0.6879	0.6736	None
ENSG00000180574	EIF2S3B	-0.138	0.8561	None
ENSG00000183741	CBX6	0.1041	0.7416	None
ENSG00000135338	LCA5	0.3669	0.5346	None
ENSG00000101577	LPIN2	0.6812	1e-4	None
ENSG00000184635	ZNF93	-0.61240000000000006	0.298	None
ENSG00000133393	FOPNL	-0.3496	0.2015	None
ENSG00000011021	CLCN6	1.3125	0	None
ENSG00000143919	CAMKMT	0.3946	0.2881	None
ENSG00000089351	GRAMD1A	0.4028	0.0237	None
ENSG00000177663	IL17RA	-0.015	0.9749	None
ENSG00000104312	RIPK2	-0.0852	0.8187	None
ENSG00000068366	ACSL4	0.3127	0.2212	None
ENSG00000257698	AC084033.3	-0.3733	0.4864	None
ENSG00000104973	MED25	0.0645	0.8587	None
