AD_T10_1	AD_T10_2	AD_T10_3	AD_T5_1	AD_T5_2	AD_T5_3	gene_id	gene
37	37	14	152	86	139	ENSG00000206190	ATP10A
12	14	14	178	189	196	ENSG00000182175	RGMA
4	3	9	42	32	37	ENSG00000169071	ROR2
5	14	3	56	54	47	ENSG00000114739	ACVR2B
27	45	10	3	0	3	ENSG00000118785	SPP1
2	3	2	18	17	10	ENSG00000141750	STAC2
0	0	0	18	22	12	ENSG00000100078	PLA2G3
6	11	16	4	0	0	ENSG00000167642	SPINT2
22	48	39	1	2	9	ENSG00000120156	TEK
2	2	0	8	15	9	ENSG00000184619	KRBA2
131	68	52	10	3	1	ENSG00000182585	EPGN
22	23	12	2	1	0	ENSG00000268812	AC004264.1
23	13	20	2	1	1	ENSG00000081051	AFP
31	17	24	164	122	63	ENSG00000151150	ANK3
5	8	5	9	59	15	ENSG00000137809	ITGA11
1391	1441	942	69	40	60	ENSG00000128342	LIF
6	7	16	57	41	38	ENSG00000257167	TMPO-AS1
149	31	57	14	9	11	ENSG00000167641	PPP1R14A
0	0	0	10	14	2	ENSG00000229991	AKR1B1P1
1	2	1	4	13	18	ENSG00000023892	DEF6
8	2	12	34	54	42	ENSG00000139508	SLC46A3
705	570	865	128	178	67	ENSG00000125089	SH3TC1
21	2	10	127	52	32	ENSG00000253958	CLDN23
70	121	123	19	20	30	ENSG00000247095	MIR210HG
0	1	0	12	13	10	ENSG00000267886	AC074135.1
62	81	125	4	19	5	ENSG00000135549	PKIB
16	40	73	4	7	5	ENSG00000133169	BEX1
2	3	6	20	33	29	ENSG00000278922	AC002310.6
133	104	105	6	10	13	ENSG00000139269	INHBE
38	87	70	377	346	367	ENSG00000115163	CENPA
23	15	30	1	7	1	ENSG00000177675	CD163L1
0	0	6	39	38	20	ENSG00000125378	BMP4
3	7	8	47	25	28	ENSG00000105516	DBP
30	72	56	1	0	5	ENSG00000235385	LINC02154
0	0	0	22	12	10	ENSG00000108947	EFNB3
19	25	16	2	5	0	ENSG00000076864	RAP1GAP
6	6	4	38	23	22	ENSG00000156509	FBXO43
45	50	27	2	6	9	ENSG00000251003	ZFPM2-AS1
0	0	0	19	2	10	ENSG00000148600	CDHR1
275	352	458	1518	1460	1701	ENSG00000184897	H1FX
0	2	4	26	13	40	ENSG00000129757	CDKN1C
178	423	333	1752	1341	1647	ENSG00000176890	TYMS
12	8	6	33	39	43	ENSG00000277459	AP001527.2
25	29	14	127	163	102	ENSG00000197046	SIGLEC15
0	0	1	6	10	7	ENSG00000197291	RAMP2-AS1
5	5	22	77	70	94	ENSG00000128045	RASL11B
79	79	82	431	610	348	ENSG00000143554	SLC27A3
0	0	0	9	5	5	ENSG00000220161	LINC02076
6	4	3	24	18	45	ENSG00000170745	KCNS3
235	110	246	19	26	10	ENSG00000248698	LINC01085
218	54	153	46	40	16	ENSG00000064205	WISP2
0	0	0	4	11	6	ENSG00000235241	BX284668.4
390	397	488	24	24	81	ENSG00000105509	HAS1
36	40	73	14	13	9	ENSG00000254842	LINC02551
348	374	476	1715	1358	1994	ENSG00000076716	GPC4
0	0	0	4	9	3	ENSG00000136457	CHAD
1	6	6	38	43	52	ENSG00000166341	DCHS1
29	16	20	65	94	123	ENSG00000174669	SLC29A2
28	25	18	114	80	135	ENSG00000134042	MRO
50	18	41	7	6	6	ENSG00000107518	ATRNL1
41	15	13	6	1	1	ENSG00000137975	CLCA2
2262	2133	2707	88	134	181	ENSG00000124882	EREG
221	215	191	915	728	1008	ENSG00000103145	HCFC1R1
15	9	6	2	2	0	ENSG00000147573	TRIM55
504	877	840	3720	3637	3851	ENSG00000010292	NCAPD2
3	2	6	25	25	26	ENSG00000135119	RNFT2
29	19	36	6	2	1	ENSG00000125675	GRIA3
0	0	0	5	4	6	ENSG00000230408	AC007163.1
3	4	5	16	37	23	ENSG00000073849	ST6GAL1
58	121	108	9	17	19	ENSG00000096696	DSP
185	107	199	52	28	19	ENSG00000164176	EDIL3
1	3	1	21	37	11	ENSG00000159212	CLIC6
4	4	8	30	31	26	ENSG00000237424	FOXD2-AS1
36	11	27	0	6	2	ENSG00000092345	DAZL
