AD_T10_1	AD_T10_2	AD_T10_3	AD_T3_1	AD_T3_2	AD_T3_3	gene_id	gene
852	876	627	264	90	140	ENSG00000182752	PAPPA
37	54	58	225	281	271	ENSG00000154920	EME1
15	31	21	2	6	1	ENSG00000176293	ZNF135
1398	468	803	3964	3800	5922	ENSG00000130203	APOE
19	37	6	0	0	0	ENSG00000082293	COL19A1
98	59	110	25	19	16	ENSG00000272695	GAS6-AS2
117	79	159	18	11	11	ENSG00000183044	ABAT
57	69	46	5	5	8	ENSG00000075651	PLD1
1980	1465	1734	203	295	111	ENSG00000074527	NTN4
229	193	193	40	24	61	ENSG00000196517	SLC6A9
20	19	21	2	2	5	ENSG00000129910	CDH15
1305	606	1267	13	37	22	ENSG00000138061	CYP1B1
14	22	30	4	5	1	ENSG00000103522	IL21R
12	3	11	0	0	0	ENSG00000189238	LINC00943
88	124	141	19	20	23	ENSG00000116663	FBXO6
254	195	235	5	0	12	ENSG00000152463	OLAH
4	2	3	23	54	31	ENSG00000196616	ADH1B
62	94	85	702	1052	844	ENSG00000143228	NUF2
51	35	60	208	220	202	ENSG00000138346	DNA2
15	10	6	1	2	1	ENSG00000258701	LINC00638
94	169	202	1529	1758	1506	ENSG00000186185	KIF18B
8	0	13	46	52	27	ENSG00000276672	AL161891.1
433	652	673	3020	3484	3504	ENSG00000087586	AURKA
11	9	19	62	72	38	ENSG00000149380	P4HA3
79	80	70	10	19	18	ENSG00000184381	PLA2G6
31	22	29	4	16	1	ENSG00000262576	PCDHGA4
8	16	23	2	0	2	ENSG00000125510	OPRL1
21	27	20	2	5	4	ENSG00000064547	LPAR2
24	38	53	197	269	236	ENSG00000129810	SGO1
2	6	9	13	53	15	ENSG00000064655	EYA2
7	3	2	26	16	17	ENSG00000215417	MIR17HG
29	7	25	0	2	1	ENSG00000232973	CYP1B1-AS1
1221	1498	1172	290	259	275	ENSG00000084731	KIF3C
189	400	440	3700	4162	3865	ENSG00000113368	LMNB1
37	20	2	4	0	1	ENSG00000196126	HLA-DRB1
309	311	345	99	73	46	ENSG00000123095	BHLHE41
10	1	10	0	1	0	ENSG00000231574	LINC02015
154	287	319	2361	2682	2884	ENSG00000164104	HMGB2
2	6	3	34	6	37	ENSG00000107562	CXCL12
37	22	23	9	5	2	ENSG00000173762	CD7
3	2	0	10	13	13	ENSG00000280020	AC116407.3
9	30	24	87	159	122	ENSG00000144152	FBLN7
365	579	547	1989	2593	2738	ENSG00000079616	KIF22
34	72	86	481	548	496	ENSG00000035499	DEPDC1B
272	471	440	1881	2409	2626	ENSG00000146670	CDCA5
48	53	71	356	436	312	ENSG00000121621	KIF18A
8	19	26	0	0	0	ENSG00000181634	TNFSF15
64	46	85	12	13	7	ENSG00000178764	ZHX2
644	3255	11295	11	859	74	ENSG00000146197	SCUBE3
28	30	34	148	146	153	ENSG00000180233	ZNRF2
85	66	61	13	25	12	ENSG00000204580	DDR1
8	7	17	0	0	3	ENSG00000237476	LINC01637
1	16	2	0	0	0	ENSG00000205744	DENND1C
27	43	54	256	336	334	ENSG00000104147	OIP5
99	139	190	628	923	776	ENSG00000166483	WEE1
147	240	195	2191	2741	2781	ENSG00000170312	CDK1
17	13	12	0	0	0	ENSG00000186832	KRT16
264	279	375	46	24	37	ENSG00000162772	ATF3
13	10	24	1	2	0	ENSG00000262888	AC005736.2
372	637	710	2694	2994	2700	ENSG00000171241	SHCBP1
2	0	1	9	23	11	ENSG00000278962	AC092645.1
4	7	3	26	25	18	ENSG00000187764	SEMA4D
0	0	0	8	8	8	ENSG00000173406	DAB1
25	36	33	6	4	3	ENSG00000056998	GYG2
39	38	63	179	283	138	ENSG00000031691	CENPQ
10	10	16	58	41	65	ENSG00000213707	HMGB1P10
16	23	25	128	161	128	ENSG00000187951	ARHGAP11B
8	9	22	0	0	0	ENSG00000131738	KRT33B
6	13	5	38	38	53	ENSG00000177943	MAMDC4
348	400	461	2000	2087	1972	ENSG00000228716	DHFR
0	2	1	11	12	14	ENSG00000101306	MYLK2
516	979	1157	4065	4807	4956	ENSG00000117632	STMN1
71	73	99	4	1	11	ENSG00000171658	NMRAL2P
869	1312	1289	7075	8000	7056	ENSG00000088325	TPX2
4	9	4	140	132	56	ENSG00000054654	SYNE2
101	170	169	1028	1118	745	ENSG00000092853	CLSPN
12	11	20	6	0	0	ENSG00000119915	ELOVL3
36	60	20	9	7	7	ENSG00000250697	AC010343.3
60	157	137	974	1348	1385	ENSG00000129195	PIMREG
9	8	11	0	0	0	ENSG00000131398	KCNC3
366	373	458	67	55	49	ENSG00000078804	TP53INP2
955	563	669	3554	3974	3560	ENSG00000159403	C1R
19	13	18	0	3	6	ENSG00000133134	BEX2
25	33	16	6	3	9	ENSG00000206140	TMEM191C
21	16	29	636	749	596	ENSG00000186193	SAPCD2
33	24	41	6	5	1	ENSG00000156968	MPV17L
4	9	8	35	44	40	ENSG00000198901	PRC1
135	205	129	19	43	24	ENSG00000142920	AZIN2
7	3	6	43	38	37	ENSG00000065717	TLE2
4389	2315	1942	945	590	478	ENSG00000214548	MEG3
69	88	115	381	448	403	ENSG00000177602	HASPIN
19	11	20	2	4	1	ENSG00000176771	NCKAP5
24	14	47	5	8	3	ENSG00000185519	FAM131C
190	222	206	992	1103	1063	ENSG00000127586	CHTF18
23	16	14	1	1	1	ENSG00000167554	ZNF610
45	26	16	5	6	1	ENSG00000081853	PCDHGA2
12	4	12	0	0	0	ENSG00000127533	F2RL3
170	107	84	18	9	8	ENSG00000148798	INA
7	0	1	34	12	25	ENSG00000228536	AL513283.1
39	47	35	170	197	152	ENSG00000176208	ATAD5
213	403	507	2384	2509	2999	ENSG00000171848	RRM2
234	337	372	2045	2582	2250	ENSG00000136108	CKAP2
3841	2845	3409	279	453	510	ENSG00000147889	CDKN2A
23	28	21	5	5	7	ENSG00000254545	AL354919.2
0	0	0	3	7	5	ENSG00000149294	NCAM1
7	7	31	1	0	3	ENSG00000138135	CH25H
651	1048	996	3497	4151	3798	ENSG00000276043	UHRF1
121	215	238	794	940	1269	ENSG00000161888	SPC24
822	172	2367	99	265	17	ENSG00000198848	CES1
108	161	146	510	573	744	ENSG00000185347	TEDC1
163	165	144	854	1045	784	ENSG00000101868	POLA1
2	11	10	0	0	1	ENSG00000175003	SLC22A1
49	107	95	492	713	525	ENSG00000139354	GAS2L3
33	24	39	7	11	5	ENSG00000140459	CYP11A1
10	8	6	39	30	56	ENSG00000186280	KDM4D
112	85	93	4	1	5	ENSG00000260454	AL355607.2
52	61	57	356	385	320	ENSG00000138376	BARD1
76	112	93	317	411	469	ENSG00000184162	NR2C2AP
404	658	669	2548	2697	2559	ENSG00000137310	TCF19
4	10	6	0	0	1	ENSG00000267316	AC090409.2
7	6	21	75	47	27	ENSG00000077420	APBB1IP
59	94	93	13	13	20	ENSG00000168679	SLC16A4
150	129	143	13	10	32	ENSG00000014257	ACPP
5	5	14	56	52	51	ENSG00000226887	ERVMER34-1
350	364	511	1492	1789	2124	ENSG00000173207	CKS1B
399	158	211	61	48	24	ENSG00000108622	ICAM2
73	134	125	743	798	738	ENSG00000106462	EZH2
9	6	29	0	1	0	ENSG00000111913	RIPOR2
3	3	1	28	8	15	ENSG00000165269	AQP7
223	271	318	1702	2340	1859	ENSG00000137807	KIF23
34	30	21	179	170	130	ENSG00000144278	GALNT13
614	1509	1498	154	192	189	ENSG00000058085	LAMC2
43	30	9	161	38	147	ENSG00000103942	HOMER2
65	42	21	15	5	1	ENSG00000274750	HIST1H3E
121	170	173	33	21	18	ENSG00000274180	NATD1
24	24	7	2	2	6	ENSG00000187105	HEATR4
3	6	6	0	0	0	ENSG00000134830	C5AR2
64	34	67	20	13	4	ENSG00000105649	RAB3A
169	172	223	40	52	52	ENSG00000168779	SHOX2
6	13	17	0	0	4	ENSG00000112530	PACRG
341	339	235	41	43	40	ENSG00000159217	IGF2BP1
18	8	22	2	4	0	ENSG00000169583	CLIC3
489	470	487	44	28	51	ENSG00000178531	CTXN1
39	157	89	0	5	11	ENSG00000221852	KRTAP1-5
84	127	142	753	969	890	ENSG00000075702	WDR62
252	348	373	2320	2537	2009	ENSG00000138180	CEP55
296	330	325	28	24	16	ENSG00000240476	LINC00973
29	39	39	1	1	0	ENSG00000127585	FBXL16
561	284	471	96	95	94	ENSG00000165029	ABCA1
47	49	81	268	271	232	ENSG00000188312	CENPP
91	195	172	701	1022	1012	ENSG00000134222	PSRC1
240	708	663	5703	6669	6361	ENSG00000166851	PLK1
72	107	95	588	669	533	ENSG00000165244	ZNF367
782	1516	1437	6968	8116	9106	ENSG00000166508	MCM7
28	22	14	2	7	6	ENSG00000277075	HIST1H2AE
98	1	7	2	0	0	ENSG00000164418	GRIK2
77	164	165	1113	1377	1633	ENSG00000178999	AURKB
80	167	185	864	862	966	ENSG00000105011	ASF1B
258	246	270	66	70	61	ENSG00000184524	CEND1
225	136	237	56	44	46	ENSG00000196639	HRH1
649	714	708	3092	3439	2895	ENSG00000124795	DEK
68	63	54	7	10	9	ENSG00000233822	HIST1H2BN
21	16	17	2	5	6	ENSG00000157343	ARMC12
95	204	231	1301	1623	1534	ENSG00000165480	SKA3
103	124	99	448	544	510	ENSG00000161692	DBF4B
141	172	180	968	1290	845	ENSG00000163535	SGO2
20	9	11	3	0	2	ENSG00000178038	ALS2CL
14	25	25	0	1	2	ENSG00000197506	SLC28A3
111	16	36	4	1	0	ENSG00000183421	RIPK4
8	15	7	94	55	83	ENSG00000198885	ITPRIPL1
87	66	47	345	283	588	ENSG00000130208	APOC1
196	165	237	27	15	26	ENSG00000158373	HIST1H2BD
6	11	7	47	30	40	ENSG00000269970	AL162424.1
839	766	353	155	67	127	ENSG00000163531	NFASC
13	2	7	0	1	0	ENSG00000049249	TNFRSF9
0	2	2	7	18	11	ENSG00000163072	NOSTRIN
40	75	115	683	669	729	ENSG00000166803	PCLAF
5	7	4	0	0	0	ENSG00000240386	LCE1F
119	135	126	8	34	46	ENSG00000132000	PODNL1
2	0	2	8	21	14	ENSG00000152583	SPARCL1
1	0	0	10	7	7	ENSG00000166670	MMP10
60	55	42	245	310	178	ENSG00000119397	CNTRL
726	750	914	133	133	219	ENSG00000137331	IER3
15	6	1	0	0	0	ENSG00000214866	DCDC2C
155	148	135	5	28	12	ENSG00000048052	HDAC9
672	739	509	55	20	65	ENSG00000099337	KCNK6
42	65	82	6	16	18	ENSG00000130751	NPAS1
31	15	18	9	0	5	ENSG00000132938	MTUS2
361	327	328	69	61	76	ENSG00000276180	HIST1H4I
3	5	8	21	36	32	ENSG00000267374	AC016205.1
347	443	431	1	11	7	ENSG00000212724	KRTAP2-3
0	0	0	5	10	7	ENSG00000271888	AL136162.1
608	902	840	6643	8408	6241	ENSG00000011426	ANLN
12	3	49	1	1	8	ENSG00000228695	CES1P1
12	14	25	1	4	3	ENSG00000099849	RASSF7
34	50	62	14	9	8	ENSG00000273802	HIST1H2BG
0	0	0	6	11	1	ENSG00000250305	TRMT9B
37	72	69	281	275	286	ENSG00000151725	CENPU
677	1526	909	7	27	104	ENSG00000131737	KRT34
85	85	117	4	8	7	ENSG00000261040	WFDC21P
43	19	15	8	6	0	ENSG00000279192	PWAR5
44	45	56	6	5	7	ENSG00000159713	TPPP3
44	29	32	148	208	178	ENSG00000172167	MTBP
79	101	73	689	808	725	ENSG00000142731	PLK4
1	5	58	2	2	1	ENSG00000179603	GRM8
64	77	57	6	19	20	ENSG00000163638	ADAMTS9
46	23	30	6	6	13	ENSG00000167972	ABCA3
139	184	232	27	33	19	ENSG00000128165	ADM2
17	27	35	4	5	11	ENSG00000240990	HOXA11-AS
19	16	17	0	3	0	ENSG00000166510	CCDC68
1438	1779	1859	6687	7758	7941	ENSG00000198830	HMGN2
39	30	24	141	138	140	ENSG00000102098	SCML2
13	11	17	54	74	78	ENSG00000175183	CSRP2
29	17	41	0	1	3	ENSG00000136244	IL6
1	0	2	17	39	4	ENSG00000162706	CADM3
38	19	31	2	6	1	ENSG00000232774	AL355916.1
11	17	12	2	3	2	ENSG00000279412	AC020763.3
14	2	7	0	1	0	ENSG00000259030	FPGT-TNNI3K
5	5	6	13	40	14	ENSG00000280123	AC023632.6
52	17	24	9	2	3	ENSG00000198133	TMEM229B
26	36	49	191	175	307	ENSG00000121211	MND1
17	22	34	2	2	4	ENSG00000237686	AL109615.3
40	55	55	292	343	321	ENSG00000085999	RAD54L
15	20	25	2	4	3	ENSG00000170954	ZNF415
478	622	579	74	96	59	ENSG00000105270	CLIP3
51	68	87	443	455	488	ENSG00000111247	RAD51AP1
6	6	6	0	0	1	ENSG00000230257	NFE4
1113	913	1311	53	32	40	ENSG00000180573	HIST1H2AC
44	93	80	409	529	472	ENSG00000186871	ERCC6L
1	0	5	14	24	24	ENSG00000234264	DEPDC1-AS1
157	91	112	11	11	23	ENSG00000236453	AC003092.1
123	110	98	8	4	5	ENSG00000138378	STAT4
100	264	114	4	22	26	ENSG00000164220	F2RL2
158	240	252	926	1171	1130	ENSG00000133119	RFC3
11	13	43	4	7	1	ENSG00000163431	LMOD1
11	24	13	2	0	2	ENSG00000157368	IL34
12	14	10	56	60	53	ENSG00000160051	IQCC
20	28	49	5	6	10	ENSG00000177875	CCDC184
2615	5790	6502	5	32	28	ENSG00000166923	GREM1
83	174	158	1142	1565	1226	ENSG00000072571	HMMR
419	215	430	4	5	5	ENSG00000090339	ICAM1
444	443	284	62	19	24	ENSG00000139364	TMEM132B
36	59	67	195	263	261	ENSG00000146410	MTFR2
271	209	321	54	69	43	ENSG00000138764	CCNG2
117	117	172	499	651	613	ENSG00000119969	HELLS
137	138	113	578	749	506	ENSG00000129534	MIS18BP1
268	464	437	2200	2612	2906	ENSG00000164611	PTTG1
151	341	318	2434	2816	2517	ENSG00000075218	GTSE1
1	4	0	14	161	176	ENSG00000133110	POSTN
4	1	1	38	45	38	ENSG00000169418	NPR1
27	22	27	6	1	1	ENSG00000143847	PPFIA4
60	12	33	7	2	2	ENSG00000116745	RPE65
15	21	21	1	2	3	ENSG00000185345	PRKN
919	668	903	91	114	92	ENSG00000157064	NMNAT2
23	15	5	2	1	3	ENSG00000272502	AC104958.2
12	0	2	66	41	20	ENSG00000165887	ANKRD2
56	44	35	358	111	257	ENSG00000188064	WNT7B
37	37	14	167	138	148	ENSG00000206190	ATP10A
22	34	27	111	68	224	ENSG00000124875	CXCL6
998	11476	2040	8	31	137	ENSG00000171345	KRT19
455	583	666	114	85	106	ENSG00000114268	PFKFB4
181	331	365	2989	3092	3295	ENSG00000101057	MYBL2
209	184	219	1103	1363	1322	ENSG00000163507	CIP2A
5	14	3	36	28	30	ENSG00000114739	ACVR2B
27	45	10	0	2	6	ENSG00000118785	SPP1
32	24	47	126	178	157	ENSG00000137135	ARHGEF39
66	58	99	13	16	10	ENSG00000275880	AL139385.1
260	54	66	21	22	20	ENSG00000236675	MTX1P1
29	52	50	311	354	403	ENSG00000109674	NEIL3
348	556	393	46	35	55	ENSG00000115828	QPCT
114	41	189	11	21	15	ENSG00000158825	CDA
202	223	204	961	1129	751	ENSG00000184445	KNTC1
86	141	180	626	681	753	ENSG00000153044	CENPH
54	101	109	682	1076	766	ENSG00000169607	CKAP2L
15	32	40	1	8	5	ENSG00000171873	ADRA1D
6	11	16	0	2	2	ENSG00000167642	SPINT2
60	105	90	296	404	414	ENSG00000183763	TRAIP
30	51	26	8	7	7	ENSG00000103316	CRYM
23	16	33	6	5	5	ENSG00000173801	JUP
11	11	19	5	1	2	ENSG00000127561	SYNGR3
22	57	24	2	0	5	ENSG00000167612	ANKRD33
107	109	72	20	28	21	ENSG00000160469	BRSK1
5	11	16	2	1	2	ENSG00000281741	AC241377.3
45	12	27	11	3	2	ENSG00000104043	ATP8B4
21	43	30	110	151	135	ENSG00000181544	FANCB
4	0	2	17	27	5	ENSG00000281344	HELLPAR
8	5	35	1	2	2	ENSG00000154545	MAGED4
131	68	52	6	1	8	ENSG00000182585	EPGN
236	318	327	16	37	46	ENSG00000136542	GALNT5
57	73	77	334	417	314	ENSG00000140534	TICRR
6553	3708	4617	1184	787	1151	ENSG00000121769	FABP3
5	3	1	28	22	11	ENSG00000232630	PRPS1P2
6	10	5	0	0	1	ENSG00000124466	LYPD3
27	30	28	0	8	7	ENSG00000118473	SGIP1
5	2	7	0	0	0	ENSG00000244558	KCNK15-AS1
15	13	11	0	0	1	ENSG00000112053	SLC26A8
0	32	1	0	0	1	ENSG00000270276	HIST2H4B
114	111	225	17	36	12	ENSG00000119922	IFIT2
4	7	3	17	24	27	ENSG00000241472	PTPRG-AS1
22	23	12	0	0	0	ENSG00000268812	AC004264.1
2	0	2	18	11	17	ENSG00000226650	KIF4B
135	177	132	624	733	593	ENSG00000012048	BRCA1
10	2	9	49	64	46	ENSG00000147257	GPC3
5	2	8	0	0	0	ENSG00000016490	CLCA1
11	35	29	3	4	3	ENSG00000069535	MAOB
501	780	705	2955	2934	3105	ENSG00000073111	MCM2
47	125	76	399	204	518	ENSG00000181195	PENK
15	20	13	4	1	5	ENSG00000154358	OBSCN
1391	1441	942	19	34	33	ENSG00000128342	LIF
151	349	380	2514	3399	3994	ENSG00000175063	UBE2C
34	52	39	13	8	7	ENSG00000261652	C15orf65
6	7	16	98	126	126	ENSG00000257167	TMPO-AS1
18	8	11	4	0	0	ENSG00000067606	PRKCZ
31	27	19	193	90	81	ENSG00000275895	U2AF1L5
85	147	150	645	548	628	ENSG00000174371	EXO1
149	31	57	5	10	10	ENSG00000167641	PPP1R14A
19	14	24	1	1	2	ENSG00000129214	SHBG
0	1	4	16	15	17	ENSG00000274825	AL023803.2
45	80	75	261	431	354	ENSG00000213186	TRIM59
82	78	86	560	568	457	ENSG00000123219	CENPK
7	15	12	0	1	0	ENSG00000279080	AL022322.2
705	570	865	26	42	14	ENSG00000125089	SH3TC1
17	12	6	2	1	0	ENSG00000253326	AL606534.5
28	19	16	204	78	261	ENSG00000163737	PF4
70	121	123	7	2	0	ENSG00000247095	MIR210HG
31	24	15	100	107	81	ENSG00000231607	DLEU2
3	5	11	0	0	1	ENSG00000228787	NLGN4Y-AS1
64	116	129	21	23	32	ENSG00000260001	TGFBR3L
371	643	559	2133	2385	2090	ENSG00000068489	PRR11
62	81	125	5	2	1	ENSG00000135549	PKIB
203	309	308	1459	1874	1539	ENSG00000140525	FANCI
16	40	73	3	2	4	ENSG00000133169	BEX1
102	175	162	860	1007	912	ENSG00000065328	MCM10
2	3	6	13	16	22	ENSG00000278922	AC002310.6
388	262	288	65	83	81	ENSG00000108639	SYNGR2
133	104	105	10	2	21	ENSG00000139269	INHBE
26	14	81	163	207	171	ENSG00000205364	MT1M
0	0	1	43	29	18	ENSG00000123243	ITIH5
38	87	70	716	877	868	ENSG00000115163	CENPA
5	4	5	0	0	0	ENSG00000135094	SDS
23	15	30	0	4	1	ENSG00000177675	CD163L1
117	101	132	11	19	4	ENSG00000167103	PIP5KL1
324	412	404	2577	3287	2312	ENSG00000113810	SMC4
14	18	16	4	0	3	ENSG00000281357	ARRDC3-AS1
30	72	56	0	0	2	ENSG00000235385	LINC02154
19	13	12	6	3	1	ENSG00000160678	S100A1
19	25	16	1	2	1	ENSG00000076864	RAP1GAP
75	60	96	567	634	788	ENSG00000129009	ISLR
12	8	8	1	0	0	ENSG00000188869	TMC3
101	54	36	22	8	11	ENSG00000159733	ZFYVE28
6	6	4	51	61	54	ENSG00000156509	FBXO43
45	50	27	10	2	7	ENSG00000251003	ZFPM2-AS1
0	4	1	8	14	26	ENSG00000280079	AC011447.7
0	3	1	8	29	16	ENSG00000126822	PLEKHG3
1	1	1	11	9	10	ENSG00000260805	AC092803.2
178	423	333	2760	2959	3376	ENSG00000176890	TYMS
2	0	0	8	10	7	ENSG00000257596	AC078778.1
12	8	6	43	41	40	ENSG00000277459	AP001527.2
90	68	83	344	478	324	ENSG00000196584	XRCC2
5	5	22	45	44	53	ENSG00000128045	RASL11B
35	65	76	18	11	12	ENSG00000109339	MAPK10
18	100	52	6	4	13	ENSG00000183760	ACP7
58	39	24	4	4	2	ENSG00000146352	CLVS2
5	5	20	0	0	0	ENSG00000184916	JAG2
3	4	2	25	16	30	ENSG00000126860	EVI2A
22	41	34	4	5	8	ENSG00000253537	PCDHGA7
13	3	17	0	0	2	ENSG00000263718	AC068594.1
100	244	129	8	6	8	ENSG00000171246	NPTX1
8	9	10	2	0	0	ENSG00000197249	SERPINA1
170	88	70	19	25	23	ENSG00000189410	SH2D5
4	3	7	0	0	0	ENSG00000163053	SLC16A14
7	14	1	0	0	0	ENSG00000196407	THEM5
282	211	306	81	60	48	ENSG00000117461	PIK3R3
6	9	7	46	65	54	ENSG00000145569	FAM105A
0	2	0	9	12	23	ENSG00000183150	GPR19
2	1	0	12	10	7	ENSG00000141314	RHBDL3
28	25	19	6	5	4	ENSG00000262185	AC005736.1
110	140	89	22	24	32	ENSG00000183828	NUDT14
2262	2133	2707	133	139	237	ENSG00000124882	EREG
125	134	63	37	5	37	ENSG00000163568	AIM2
11	8	11	0	0	0	ENSG00000167037	SGSM1
15	9	6	0	0	1	ENSG00000147573	TRIM55
34	38	30	16	6	1	ENSG00000182463	TSHZ2
21	30	50	115	245	291	ENSG00000158246	FAM46B
504	877	840	5798	5578	4823	ENSG00000010292	NCAPD2
520	781	649	6325	8436	6163	ENSG00000131747	TOP2A
3	2	6	11	15	28	ENSG00000135119	RNFT2
16	21	12	4	2	3	ENSG00000179044	EXOC3L1
4	14	7	51	61	82	ENSG00000215784	FAM72D
29	19	36	4	4	5	ENSG00000125675	GRIA3
0	0	1	9	10	8	ENSG00000279452	AC006277.1
15	9	7	39	117	194	ENSG00000111341	MGP
58	121	108	5	7	15	ENSG00000096696	DSP
185	107	199	40	33	17	ENSG00000164176	EDIL3
4	4	8	41	39	17	ENSG00000237424	FOXD2-AS1
60	69	103	13	7	7	ENSG00000269899	AC025857.2
77	95	71	11	12	15	ENSG00000105290	APLP1
70	194	141	1566	1855	1881	ENSG00000111665	CDCA3
3	8	4	0	0	0	ENSG00000146250	PRSS35
