AD_T3_1	AD_T3_2	AD_T3_3	AD_T5_1	AD_T5_2	AD_T5_3	gene_id	gene
40	82	56	230	289	243	ENSG00000119943	PYROXD2
0	0	0	3	7	7	ENSG00000166035	LIPC
5	9	0	30	37	24	ENSG00000168490	PHYHIP
9	1	1	120	50	64	ENSG00000101265	RASSF2
20	3	8	59	35	44	ENSG00000126353	CCR7
0	0	0	7	4	5	ENSG00000137474	MYO7A
3068	2463	3288	15051	12377	14339	ENSG00000186480	INSIG1
18	21	16	85	68	87	ENSG00000167363	FN3K
0	0	0	5	4	6	ENSG00000256139	AC007637.1
191	281	199	771	1112	873	ENSG00000149577	SIDT2
4	8	7	46	33	35	ENSG00000261040	WFDC21P
35	41	45	297	408	352	ENSG00000196782	MAML3
10	0	3	23	18	32	ENSG00000173253	DMRT2
8	6	0	28	27	16	ENSG00000279192	PWAR5
11	1	3	41	33	25	ENSG00000101115	SALL4
6	5	7	38	44	54	ENSG00000159713	TPPP3
2773	2823	3095	11941	11227	13862	ENSG00000167552	TUBA1A
7	4	11	30	45	29	ENSG00000205885	C1RL-AS1
6	19	20	79	111	110	ENSG00000163638	ADAMTS9
27	33	19	69	361	250	ENSG00000128165	ADM2
6	5	8	22	30	30	ENSG00000259658	AC027559.1
3	2	3	11	13	16	ENSG00000272449	AL139246.5
160	76	124	818	370	422	ENSG00000108551	RASD1
2	6	0	25	23	16	ENSG00000257038	AP002761.3
148	137	133	1089	1121	1174	ENSG00000146278	PNRC1
2	1	0	13	17	12	ENSG00000261604	AC114947.2
9	2	3	29	20	23	ENSG00000198133	TMEM229B
2	2	4	31	16	29	ENSG00000237686	AL109615.3
1	2	0	70	27	13	ENSG00000196542	SPTSSB
74	96	59	740	1008	961	ENSG00000105270	CLIP3
731	601	852	4252	3824	4166	ENSG00000131069	ACSS2
53	32	40	388	264	243	ENSG00000180573	HIST1H2AC
83	82	62	555	515	530	ENSG00000105204	DYRK1B
12	5	5	142	177	182	ENSG00000165617	DACT1
541	472	583	43	71	64	ENSG00000163734	CXCL3
11	11	15	53	50	57	ENSG00000139410	SDSL
8	4	5	28	33	16	ENSG00000138378	STAT4
172	198	197	1387	1188	1417	ENSG00000100968	NFATC4
20	24	33	157	105	96	ENSG00000204103	MAFB
6	3	3	36	16	19	ENSG00000214922	HLA-F-AS1
4	7	1	90	121	89	ENSG00000163431	LMOD1
5	6	10	54	73	69	ENSG00000177875	CCDC184
18	42	30	126	133	174	ENSG00000150281	CTF1
1152	1225	1249	6402	6475	6840	ENSG00000172893	DHCR7
5	32	28	41	126	134	ENSG00000166923	GREM1
4	5	5	11	46	30	ENSG00000090339	ICAM1
4	5	7	29	46	18	ENSG00000131095	GFAP
18	12	6	66	37	48	ENSG00000205269	TMEM170B
645	488	486	3122	2656	3172	ENSG00000108840	HDAC5
54	69	43	519	528	433	ENSG00000138764	CCNG2
0	1	2	18	14	10	ENSG00000268049	AC012313.2
554	501	341	2013	2201	2099	ENSG00000054793	ATP9A
0	0	0	41	4	9	ENSG00000129467	ADCY4
6	7	9	53	116	58	ENSG00000176049	JAKMIP2
14	161	176	0	16	10	ENSG00000133110	POSTN
95	61	80	423	336	310	ENSG00000271605	MILR1
113	137	75	384	749	348	ENSG00000154262	ABCA6
1	0	0	28	4	3	ENSG00000100336	APOL4
1	2	3	21	28	17	ENSG00000185345	PRKN
242	274	175	941	1201	769	ENSG00000197971	MBP
2	1	3	21	18	9	ENSG00000272502	AC104958.2
0	0	1	7	5	12	ENSG00000182950	ODF3L1
15	15	21	80	59	94	ENSG00000095539	SEMA4G
167	162	96	865	894	746	ENSG00000100344	PNPLA3
112	75	71	960	933	978	ENSG00000185112	FAM43A
3	4	4	29	33	18	ENSG00000070808	CAMK2A
52	65	47	331	384	291	ENSG00000168016	TRANK1
111	68	224	19	31	49	ENSG00000124875	CXCL6
4	1	3	13	25	20	ENSG00000153982	GDPD1
20	20	19	178	189	196	ENSG00000182175	RGMA
1	1	0	5	12	12	ENSG00000228039	AC253536.2
1441	1518	1640	473	321	386	ENSG00000115946	PNO1
8	31	137	190	351	1695	ENSG00000171345	KRT19
114	85	106	598	586	704	ENSG00000114268	PFKFB4
39	60	28	217	348	233	ENSG00000168916	ZNF608
51	66	68	21	10	15	ENSG00000196550	FAM72A
1	5	6	42	32	37	ENSG00000169071	ROR2
1103	1363	1322	336	307	259	ENSG00000163507	CIP2A
1	0	0	3	18	14	ENSG00000282164	PEG13
14	20	10	64	79	44	ENSG00000088836	SLC4A11
804	1826	741	41	198	56	ENSG00000136928	GABBR2
1	1	2	10	12	12	ENSG00000270028	AC079315.1
0	0	0	2	10	8	ENSG00000282897	AL162727.3
14	16	15	97	107	89	ENSG00000184451	CCR10
0	0	0	18	22	12	ENSG00000100078	PLA2G3
3	2	0	17	16	9	ENSG00000159263	SIM2
1	8	5	34	71	64	ENSG00000171873	ADRA1D
50	24	68	406	279	271	ENSG00000115525	ST3GAL5
39	88	45	284	355	334	ENSG00000226137	BAIAP2-AS1
9	18	29	1	2	9	ENSG00000120156	TEK
6	5	5	54	78	44	ENSG00000173801	JUP
5	1	2	14	23	17	ENSG00000127561	SYNGR3
2	0	5	32	13	4	ENSG00000167612	ANKRD33
1	2	2	92	10	12	ENSG00000154545	MAGED4
25	17	20	110	108	73	ENSG00000162836	ACP6
8	10	3	0	0	1	ENSG00000267655	AC125437.1
3	0	8	26	14	16	ENSG00000260868	LINC01960
1184	787	1151	12117	7569	8122	ENSG00000121769	FABP3
0	0	1	8	15	9	ENSG00000124466	LYPD3
0	8	7	33	25	35	ENSG00000118473	SGIP1
0	0	0	13	5	0	ENSG00000230438	SERPINB9P1
17	36	12	116	175	57	ENSG00000119922	IFIT2
18	11	17	5	1	4	ENSG00000226650	KIF4B
49	64	46	19	3	6	ENSG00000147257	GPC3
24	3	7	122	57	52	ENSG00000184922	FMNL1
0	0	0	6	7	4	ENSG00000138769	CDKL2
109	111	108	33	23	10	ENSG00000232445	AC006329.1
10	10	20	2	1	1	ENSG00000081051	AFP
399	204	518	102	64	119	ENSG00000181195	PENK
4	6	2	9	59	15	ENSG00000137809	ITGA11
50	71	34	298	221	203	ENSG00000161642	ZNF385A
4	1	5	16	20	21	ENSG00000154358	OBSCN
70	58	47	17	16	10	ENSG00000240661	AC063952.1
2514	3399	3994	761	803	896	ENSG00000175063	UBE2C
4	0	0	12	8	19	ENSG00000067606	PRKCZ
0	0	1	6	4	13	ENSG00000224596	ZMIZ1-AS1
1	1	2	16	9	6	ENSG00000129214	SHBG
5	13	5	34	54	42	ENSG00000139508	SLC46A3
77	77	51	345	332	278	ENSG00000143028	SYPL2
453	680	238	2986	4054	2384	ENSG00000118898	PPL
0	1	0	30	55	44	ENSG00000279080	AL022322.2
26	42	14	128	178	67	ENSG00000125089	SH3TC1
2	5	12	0	0	0	ENSG00000080511	RDH8
7	2	0	19	20	30	ENSG00000247095	MIR210HG
132	173	104	689	731	623	ENSG00000169169	CPT1C
3	1	3	14	15	11	ENSG00000254837	AP001372.2
43	29	18	1	4	0	ENSG00000123243	ITIH5
43	46	28	514	452	456	ENSG00000175938	ORAI3
0	0	0	7	5	7	ENSG00000135094	SDS
48	99	76	261	437	261	ENSG00000174804	FZD4
3	5	0	39	38	20	ENSG00000125378	BMP4
6	7	9	47	25	28	ENSG00000105516	DBP
11	19	4	90	87	100	ENSG00000167103	PIP5KL1
135	149	137	1376	2067	1774	ENSG00000168209	DDIT4
1	4	3	30	20	22	ENSG00000253948	AC104986.2
5	1	2	22	12	10	ENSG00000108947	EFNB3
22	8	11	115	59	92	ENSG00000159733	ZFYVE28
10	4	1	20	30	16	ENSG00000181754	AMIGO1
20	31	12	140	208	50	ENSG00000110436	SLC1A2
386	415	324	67	115	88	ENSG00000049192	ADAMTS6
9	23	29	6	0	1	ENSG00000255133	AC113192.2
8	14	26	1	3	4	ENSG00000280079	AC011447.7
3	1	3	26	13	40	ENSG00000129757	CDKN1C
1	1	4	8	13	20	ENSG00000166793	YPEL4
39	33	32	176	125	132	ENSG00000121104	FAM117A
0	0	2	11	8	6	ENSG00000256713	PGA5
7	9	6	27	38	30	ENSG00000172379	ARNT2
4	4	2	16	9	23	ENSG00000146352	CLVS2
194	129	113	897	1147	714	ENSG00000154133	ROBO4
46	39	27	137	208	142	ENSG00000223749	MIR503HG
58	122	51	19	26	10	ENSG00000248698	LINC01085
172	114	214	46	40	16	ENSG00000064205	WISP2
0	0	0	3	6	6	ENSG00000184916	JAG2
31	15	24	267	127	163	ENSG00000117643	MAN1C1
4	5	8	19	12	38	ENSG00000253537	PCDHGA7
0	0	0	5	7	4	ENSG00000204789	ZNF204P
0	0	0	7	1	8	ENSG00000141524	TMC6
8	6	8	96	119	144	ENSG00000171246	NPTX1
69	59	105	474	454	362	ENSG00000139178	C1RL
0	0	0	10	6	4	ENSG00000163053	SLC16A14
9	5	2	38	23	24	ENSG00000279204	AC134043.2
874	918	1332	208	149	192	ENSG00000166482	MFAP4
0	0	0	7	5	3	ENSG00000279108	AC008537.3
1	0	0	7	15	16	ENSG00000181652	ATG9B
14	9	17	65	94	123	ENSG00000174669	SLC29A2
16	19	20	114	80	135	ENSG00000134042	MRO
6	5	4	38	50	44	ENSG00000262185	AC005736.1
2	0	1	11	8	10	ENSG00000196338	NLGN3
6	26	10	47	95	39	ENSG00000132334	PTPRE
17	9	11	72	64	40	ENSG00000169220	RGS14
16	6	1	97	131	78	ENSG00000182463	TSHZ2
4	2	3	14	23	20	ENSG00000179044	EXOC3L1
105	81	101	851	964	905	ENSG00000163346	PBXIP1
2	6	3	16	13	21	ENSG00000239552	HOXB-AS2
5	0	1	45	24	11	ENSG00000186204	CYP4F12
4	8	5	31	32	14	ENSG00000268230	AC012313.3
39	117	194	2	1	6	ENSG00000111341	MGP
38	58	63	213	339	324	ENSG00000170190	SLC16A5
6	7	5	16	37	23	ENSG00000073849	ST6GAL1
1	0	3	9	17	8	ENSG00000167608	TMC4
6	5	4	21	37	11	ENSG00000159212	CLIC6
0	0	0	8	10	12	ENSG00000263812	LINC00908
0	0	0	5	5	5	ENSG00000146250	PRSS35
