gene_id	gene	log2FoldChange	padj	stat
ENSG00000127511	SIN3B	0.2781	0.0495	None
ENSG00000112139	MDGA1	1.0254	0.4225	None
ENSG00000259032	ENSAP2	0.3889	0.6102	None
ENSG00000134058	CDK7	0.3093	0.1115	None
ENSG00000101236	RNF24	0.672	0.001	None
ENSG00000164509	IL31RA	-1.3634	0.0011	None
ENSG00000100916	BRMS1L	-0.7183	0.0061	None
ENSG00000136770	DNAJC1	0.1235	0.5913	None
ENSG00000173598	NUDT4	-0.0931	0.6215	None
ENSG00000204792	LINC01291	0.0142	0.9974	None
ENSG00000136367	ZFHX2	2.1697	0.1512	None
ENSG00000234618	RPSAP9	-0.6537	0.5113	None
ENSG00000168495	POLR3D	-0.1145	0.5233	None
ENSG00000100285	NEFH	0.218	0.5493	None
ENSG00000213433	RPLP1P6	-0.2503	0.9018	None
ENSG00000141428	C18orf21	0.0126	0.9771	None
ENSG00000171617	ENC1	-0.1357	0.5649	None
ENSG00000101846	STS	0.6	0.0462	None
ENSG00000125652	ALKBH7	0.0793	0.8118	None
ENSG00000267040	AC027097.1	-0.4893	0.5995	None
ENSG00000198618	PPIAP22	0.0515	0.9014	None
ENSG00000168282	MGAT2	-0.8314	0.0385	None
ENSG00000112759	SLC29A1	-1.4422	0	None
ENSG00000090238	YPEL3	1.8773	0	None
ENSG00000183155	RABIF	0.114	0.6573	None
ENSG00000136828	RALGPS1	0.4973	0.5987	None
ENSG00000133606	MKRN1	0.3024	0.0518	None
ENSG00000250479	CHCHD10	0.9427	0	None
ENSG00000141556	TBCD	-0.4546	2e-4	None
ENSG00000162139	NEU3	-0.1798	0.5543	None
ENSG00000161847	RAVER1	-0.6139	0	None
ENSG00000257741	LINC01490	-2.8835	0.2154	None
ENSG00000168393	DTYMK	-1.4595	0	None
ENSG00000278949	AC127070.4	2.4476	0.1762	None
ENSG00000162961	DPY30	-0.1893	0.361	None
ENSG00000167476	JSRP1	4.8022	0.0346	up
ENSG00000144746	ARL6IP5	0.7205	0	None
ENSG00000134313	KIDINS220	-0.0926	0.7702	None
ENSG00000111962	UST	-0.5393	0.0012	None
ENSG00000064961	HMG20B	-0.4101	0.0134	None
ENSG00000126216	TUBGCP3	-1.2279	0	None
ENSG00000113441	LNPEP	0.1774	0.5814	None
ENSG00000183655	KLHL25	-1.8305	0	None
ENSG00000121644	DESI2	-0.7489	0	None
ENSG00000161202	DVL3	-0.0326	0.8796	None
ENSG00000115204	MPV17	0.4356	0.0031	None
ENSG00000166821	PEX11A	0.5545	0.3412	None
ENSG00000181104	F2R	0.5371	0.0017	None
ENSG00000105085	MED26	-0.2398	0.46	None
ENSG00000100442	FKBP3	-0.0744	0.743	None
ENSG00000114742	WDR48	-7e-4	0.9982	None
ENSG00000159788	RGS12	-1.2186	0	None
ENSG00000189398	OR7E12P	1.2217	0.0797	None
ENSG00000239887	C1orf226	1.0371	0.087	None
ENSG00000132646	PCNA	-2.0084	0	down
ENSG00000125637	PSD4	0.3719	0.3935	None
ENSG00000113140	SPARC	0.4702	1e-4	None
ENSG00000254470	AP5B1	-0.5469	0.0041	None
ENSG00000104324	CPQ	0.3904	0.0357	None
ENSG00000010318	PHF7	-0.986	0.0106	None
ENSG00000148154	UGCG	0.2198	0.3252	None
ENSG00000261017	AC096996.1	4.5636	0.0178	up
ENSG00000124214	STAU1	0.2026	0.2024	None
ENSG00000250746	AC105250.1	0.8337	0.6467	None
ENSG00000141699	RETREG3	0.5175	0.0031	None
ENSG00000130988	RGN	1.3609	0.0075	None
ENSG00000185753	CXorf38	-0.3786	0.0299	None
ENSG00000114026	OGG1	-0.4448	0.0144	None
ENSG00000105520	PLPPR2	1.5058	0	None
ENSG00000079332	SAR1A	0.2891	0.0339	None
ENSG00000164885	CDK5	0.2625	0.2882	None
ENSG00000248643	RBM14-RBM4	-0.1813	0.9138	None
ENSG00000256564	AC007552.2	-1.8211	0.3147	None
ENSG00000164741	DLC1	0.1875	0.3733	None
ENSG00000269481	AC010319.4	-0.2647	0.9095	None
ENSG00000229419	RALGAPA1P1	-0.5708	0.4192	None
ENSG00000229117	RPL41	-0.0862	0.6531	None
ENSG00000138867	GUCD1	0.0615	0.7456	None
ENSG00000150093	ITGB1	0.3795	0.0125	None
ENSG00000145241	CENPC	-1.1099	0.0014	None
ENSG00000175084	DES	0.8022	0.1351	None
ENSG00000141040	ZNF287	0.7145	0.0413	None
ENSG00000259744	AC009269.4	1.1577	0.603	None
ENSG00000197062	ZSCAN26	-0.2972	0.3994	None
ENSG00000114982	KANSL3	-0.1267	0.6143	None
ENSG00000168610	STAT3	0.8024	0	None
ENSG00000256633	AP005019.1	1.8511	0.2956	None
ENSG00000178715	AL450998.1	-2.0776	0.0933	None
ENSG00000168439	STIP1	-0.3926	0.0046	None
ENSG00000133027	PEMT	-0.6918	3e-4	None
ENSG00000149591	TAGLN	-0.1406	0.8983	None
ENSG00000141552	ANAPC11	-0.2354	0.2041	None
ENSG00000150455	TIRAP	0.3642	0.3491	None
ENSG00000149273	RPS3	-0.2126	0.2673	None
ENSG00000110906	KCTD10	0.5517	0	None
ENSG00000071205	ARHGAP10	-0.51	0.0071	None
ENSG00000167333	TRIM68	-0.2937	0.3223	None
ENSG00000248569	AC026410.3	0.3652	0.5766	None
ENSG00000176597	B3GNT5	-0.6857	0	None
ENSG00000099331	MYO9B	0.2369	0.1032	None
ENSG00000138071	ACTR2	0.3746	0.0129	None
ENSG00000104415	WISP1	0.6855	0.5817	None
ENSG00000132357	CARD6	0.3313	0.2602	None
ENSG00000077514	POLD3	-1.8042	0	None
ENSG00000158941	CCAR2	-0.5383	0	None
ENSG00000272849	AC084018.1	-0.3369	0.8448	None
ENSG00000104689	TNFRSF10A	0.1458	0.6739	None
ENSG00000100949	RABGGTA	0.202	0.3185	None
ENSG00000178053	MLF1	-0.2083	0.6655	None
ENSG00000266931	AC092651.2	-0.4973	0.5812	None
ENSG00000279019	AC009090.4	-5.078	0.0144	down
ENSG00000071553	ATP6AP1	0.9016	0	None
ENSG00000136628	EPRS	0.3879	0.0348	None
ENSG00000078487	ZCWPW1	0.0588	0.9386	None
ENSG00000105472	CLEC11A	0.7975	0.1899	None
ENSG00000114948	ADAM23	1.0999	0	None
ENSG00000158023	WDR66	0.3543	0.5678	None
ENSG00000233237	LINC00472	0.8699	0.6174	None
ENSG00000092201	SUPT16H	-0.8562	0	None
ENSG00000204397	CARD16	1.2721	0.0381	None
ENSG00000130816	DNMT1	-1.5607	0	None
ENSG00000156395	SORCS3	-4.4736	0.0238	down
ENSG00000228302	AL512770.1	2.9769	0.1968	None
ENSG00000196547	MAN2A2	0.8903	0	None
ENSG00000269069	AC007842.1	0.9962	0.6683	None
ENSG00000226742	HSBP1L1	2.2626	0	up
ENSG00000188501	LCTL	-1.4362	0.4644	None
ENSG00000143971	ETAA1	-0.6328	0.0464	None
ENSG00000268520	AC008750.5	-0.9699	0.7006	None
ENSG00000197857	ZNF44	0.4784	0.3445	None
ENSG00000274528	AC090970.3	0.0431	0.9884	None
ENSG00000053254	FOXN3	-0.0769	0.8249	None
ENSG00000134253	TRIM45	-0.4727	0.4426	None
ENSG00000253210	AC040970.1	1.0175	0.4815	None
ENSG00000087074	PPP1R15A	-0.1916	0.2932	None
ENSG00000231663	AL355472.1	1.1895	0.4087	None
ENSG00000197818	SLC9A8	-0.0812	0.7654	None
ENSG00000124782	RREB1	0.0946	0.7526	None
ENSG00000115539	PDCL3	-0.2851	0.1486	None
ENSG00000179583	CIITA	1.3352	0.011	None
ENSG00000267281	AC023509.3	-1.2704	0.5847	None
ENSG00000188783	PRELP	-1.746	0.0217	None
ENSG00000144285	SCN1A	0.8399	0.7463	None
ENSG00000167968	DNASE1L2	1.4764	0.1102	None
ENSG00000123570	RAB9B	-0.6572	0.5981	None
ENSG00000166349	RAG1	2.0618	0.0363	up
ENSG00000253293	HOXA10	-0.3466	0.1665	None
ENSG00000105227	PRX	-0.8093	0.0687	None
ENSG00000275763	C18orf65	0.4243	0.6345	None
ENSG00000230615	AL139220.2	1.1417	0.062	None
ENSG00000153879	CEBPG	-0.406	0.0275	None
ENSG00000183605	SFXN4	-0.4496	0.0562	None
ENSG00000154096	THY1	0.8904	0	None
ENSG00000205220	PSMB10	0.6184	0.0566	None
ENSG00000188938	FAM120AOS	-0.3023	0.0956	None
ENSG00000240509	RPL34P18	-0.4426	0.4311	None
ENSG00000174446	SNAPC5	-0.2981	0.3268	None
ENSG00000174915	PTDSS2	0.5434	3e-4	None
ENSG00000147955	SIGMAR1	0.15310000000000001	0.3042	None
ENSG00000129437	KLK14	-0.857	0.7834	None
ENSG00000154059	IMPACT	-0.0553	0.8489	None
ENSG00000136997	MYC	0.2755	0.051	None
ENSG00000274427	AC145423.2	-1.8408	0.442	None
ENSG00000206195	DUXAP8	0.459	0.7397	None
ENSG00000122483	CCDC18	-1.2459	0	None
ENSG00000100124	ANKRD54	-0.3689	0.0261	None
ENSG00000129484	PARP2	-1.125	0	None
ENSG00000176531	PHLDB3	1.0955	0.0168	None
ENSG00000112851	ERBIN	-0.8028	0	None
ENSG00000145916	RMND5B	-0.5781	0.0014	None
ENSG00000198951	NAGA	0.0062	0.9817	None
ENSG00000273619	AL121832.2	0.2118	0.8027	None
ENSG00000263563	AC138761.1	-0.3443	0.8913	None
ENSG00000110075	PPP6R3	-0.5496	0.0014	None
ENSG00000096063	SRPK1	0.0026	0.9912	None
ENSG00000112531	QKI	-0.2719	0.0675	None
ENSG00000151287	TEX30	-1.4603	0	None
ENSG00000176244	ACBD7	0.4412	0.8625	None
ENSG00000254838	GVINP1	1.5825	0.3939	None
ENSG00000171951	SCG2	-0.2333	0.8914	None
ENSG00000273820	USP27X	0.9046	0.1838	None
ENSG00000163634	THOC7	-0.1357	0.5429	None
ENSG00000246174	KCTD21-AS1	-0.2556	0.7786	None
ENSG00000221838	AP4M1	-0.2173	0.4949	None
ENSG00000109736	MFSD10	0.2129	0.1641	None
ENSG00000115756	HPCAL1	1.0237	0	None
ENSG00000068308	OTUD5	0.468	7e-4	None
ENSG00000125656	CLPP	-0.2233	0.3045	None
ENSG00000083635	NUFIP1	-0.6908	3e-4	None
ENSG00000106004	HOXA5	0.4883	0.2274	None
ENSG00000224543	SNRPGP15	-1.2192	0.0222	None
ENSG00000083312	TNPO1	-0.3125	0.094	None
ENSG00000143434	SEMA6C	0.2199	0.8301	None
ENSG00000267127	AC090360.1	-1.9652	0.4025	None
ENSG00000158796	DEDD	-0.2979	0.1756	None
ENSG00000273899	NOL12	-0.5702	0.1668	None
ENSG00000164338	UTP15	-0.8218	0	None
ENSG00000123106	CCDC91	0.2086	0.5132	None
ENSG00000146842	TMEM209	-0.8575	0	None
ENSG00000260400	AL513534.1	0.2217	0.9137	None
ENSG00000114541	FRMD4B	-1.7587	0.1535	None
ENSG00000228434	AC004951.1	-0.9599	0.6393	None
ENSG00000134853	PDGFRA	-0.5536	5e-4	None
ENSG00000223820	CFL1P1	0.0356	0.9908	None
ENSG00000232160	RAP2C-AS1	0.3936	0.5744	None
ENSG00000275700	AATF	-0.568	1e-4	None
ENSG00000152894	PTPRK	0.1836	0.5195	None
ENSG00000117472	TSPAN1	1.2542	0.3216	None
ENSG00000176563	CNTD1	-0.7607	0.717	None
ENSG00000023041	ZDHHC6	-0.7171	0	None
ENSG00000170906	NDUFA3	0.6783	3e-4	None
ENSG00000187954	CYHR1	0.7274	0	None
ENSG00000164715	LMTK2	-0.455	0.0325	None
ENSG00000159658	EFCAB14	0.377	0.0126	None
ENSG00000246477	AF131216.1	-0.3462	0.8728	None
ENSG00000109586	GALNT7	0.2964	0.143	None
ENSG00000118960	HS1BP3	1.0921	0	None
ENSG00000272293	AC083964.1	0.2183	0.935	None
ENSG00000135040	NAA35	-0.0562	0.8299	None
ENSG00000137959	IFI44L	-0.2262	0.6699	None
ENSG00000100726	TELO2	-0.75	0	None
ENSG00000237575	PYY2	1.6589	0.4902	None
ENSG00000077150	NFKB2	0.7912	0	None
ENSG00000182541	LIMK2	0.3974	0.1281	None
ENSG00000176485	PLA2G16	0.1564	0.5178	None
ENSG00000137198	GMPR	1.0614	0.0175	None
ENSG00000134884	ARGLU1	-0.5082	0.0046	None
ENSG00000160305	DIP2A	-0.2876	0.1211	None
ENSG00000119650	IFT43	0.7006	0.0021	None
ENSG00000224383	PRR29	2.7795	0	up
ENSG00000203837	PNLIPRP3	5.072	6e-4	up
ENSG00000122692	SMU1	-0.2989	0.1006	None
ENSG00000213397	HAUS7	-0.7844	0.5488	None
ENSG00000159202	UBE2Z	0.0642	0.7267	None
ENSG00000140988	RPS2	-0.1265	0.4374	None
ENSG00000135253	KCP	1.2334	0.2932	None
ENSG00000166902	MRPL16	-0.1653	0.4998	None
ENSG00000141431	ASXL3	-0.7432	0.2889	None
ENSG00000240395	RPL5P23	0.1719	0.9063	None
ENSG00000071859	FAM50A	0.2536	0.1797	None
ENSG00000116774	OLFML3	-1.0171	0	None
ENSG00000170791	CHCHD7	0.6521	5e-4	None
ENSG00000090863	GLG1	0.7018	0	None
ENSG00000211445	GPX3	-0.4097	0.2595	None
ENSG00000104427	ZC2HC1A	-0.7618	0.0402	None
ENSG00000125826	RBCK1	0.4835	1e-4	None
ENSG00000176809	LRRC37A3	1.0303	0.1757	None
ENSG00000171928	TVP23B	0.4871	0.0182	None
ENSG00000073712	FERMT2	-0.605	3e-4	None
ENSG00000140740	UQCRC2	0.4692	3e-4	None
ENSG00000100324	TAB1	-0.201	0.3636	None
ENSG00000149201	CCDC81	1.3627	0.4057	None
ENSG00000092203	TOX4	0.0699	0.7143	None
ENSG00000162639	HENMT1	-1.0557	9e-4	None
ENSG00000151692	RNF144A	-1.3484	4e-4	None
ENSG00000263232	ATP5F1AP3	1.3322	0.6451	None
ENSG00000143575	HAX1	-0.1967	0.3418	None
ENSG00000276007	AC079414.3	2.8465	0.209	None
ENSG00000142173	COL6A2	0.1089	0.4749	None
ENSG00000219891	ZSCAN12P1	-1.194	0.1302	None
ENSG00000163939	PBRM1	-0.694	5e-4	None
ENSG00000102890	ELMO3	-1.0618	0.0512	None
ENSG00000232656	IDI2-AS1	-4.8391	0.0296	down
ENSG00000172986	GXYLT2	0.4731	0.0538	None
ENSG00000178685	PARP10	0.8218	0	None
ENSG00000178075	GRAMD1C	0.1977	0.8166	None
ENSG00000170915	PAQR8	-0.4482	0.4105	None
ENSG00000050130	JKAMP	0.241	0.1628	None
ENSG00000131584	ACAP3	0.1344	0.4789	None
ENSG00000122386	ZNF205	-0.1881	0.4908	None
ENSG00000146707	POMZP3	-1.4735	0.0064	None
ENSG00000070770	CSNK2A2	-0.3349	0.0453	None
ENSG00000128536	CDHR3	0.1004	0.7696	None
ENSG00000264769	AC145207.8	-0.0607	0.9766	None
ENSG00000257621	PSMA3-AS1	-0.609	0.0532	None
ENSG00000066777	ARFGEF1	-0.0855	0.8149	None
ENSG00000125351	UPF3B	-1.2872	0	None
ENSG00000157014	TATDN2	-0.1099	0.5766	None
ENSG00000168397	ATG4B	0.1256	0.5204	None
ENSG00000105088	OLFM2	-0.3795	0.4165	None
ENSG00000158747	NBL1	0.4729	0.0121	None
ENSG00000253251	AC008560.1	-1.222	0.1197	None
ENSG00000133789	SWAP70	-0.0435	0.8724	None
ENSG00000126581	BECN1	0.2554	0.1196	None
ENSG00000264456	AC138207.4	-0.0964	0.9657	None
ENSG00000179059	ZFP42	-1.4537	0.1556	None
ENSG00000141837	CACNA1A	1.5556	0.0036	None
ENSG00000167637	ZNF283	0.0311	0.956	None
ENSG00000118985	ELL2	0.5231	0.001	None
ENSG00000009335	UBE3C	0.2355	0.1022	None
ENSG00000161681	SHANK1	3.4574	0	up
ENSG00000177463	NR2C2	-0.2751	0.2724	None
ENSG00000277147	LINC00869	0.8761	0.0101	None
ENSG00000155868	MED7	-0.2107	0.4605	None
ENSG00000198160	MIER1	-0.5113	0.0439	None
ENSG00000103319	EEF2K	0.0989	0.6561	None
ENSG00000165185	KIAA1958	-1.5389	0.1857	None
ENSG00000196581	AJAP1	-0.9367	0.3127	None
ENSG00000273356	LINC02019	0.2943	0.8984	None
ENSG00000007255	TRAPPC6A	0.0624	0.9359	None
ENSG00000091732	ZC3HC1	-0.7957	0	None
ENSG00000257139	AC084032.1	-0.3663	0.8922	None
ENSG00000251669	FAM86EP	0.124	0.8438	None
ENSG00000183864	TOB2	-0.2785	0.0981	None
ENSG00000066697	MSANTD3	-0.1276	0.5205	None
ENSG00000002745	WNT16	3.8942	0	up
ENSG00000163918	RFC4	-1.8606	0	None
ENSG00000163597	SNHG16	-0.2097	0.3946	None
ENSG00000154978	VOPP1	-0.1058	0.5867	None
ENSG00000182168	UNC5C	-2.3615	0.0954	None
ENSG00000233122	CTAGE7P	-1.9406	0.329	None
ENSG00000123342	MMP19	-0.0884	0.8081	None
ENSG00000090889	KIF4A	-3.1202	0	down
ENSG00000197702	PARVA	0.3859	0.0051	None
ENSG00000170558	CDH2	-2.2203	0	down
ENSG00000214184	GCC2-AS1	1.5466	0.3625	None
ENSG00000117724	CENPF	-3.4235	0	down
ENSG00000130540	SULT4A1	3.471	0.0632	None
ENSG00000095574	IKZF5	-0.5878	0.0134	None
ENSG00000166529	ZSCAN21	0.4213	0.3659	None
ENSG00000138942	RNF185	0.462	0.0051	None
ENSG00000275120	AC048382.5	0.843	0.6135	None
ENSG00000159140	SON	-0.1486	0.4968	None
ENSG00000206530	CFAP44	-0.2278	0.8501	None
ENSG00000269982	AC018809.2	-0.249	0.7879	None
ENSG00000112425	EPM2A	0.0535	0.9262	None
ENSG00000222014	RAB6C	0.2344	0.9271	None
ENSG00000168014	C2CD3	-0.5777	0.0033	None
ENSG00000159905	ZNF221	0.9349	0.2336	None
ENSG00000282057	AC092807.3	0.5077	0.4885	None
ENSG00000215154	AC141586.1	0.795	0.0473	None
ENSG00000143341	HMCN1	-0.1838	0.7401	None
ENSG00000163251	FZD5	-1.5131	0.0105	None
ENSG00000203667	COX20	-0.859	0.5903	None
ENSG00000135407	AVIL	0.3924	0.7045	None
ENSG00000145907	G3BP1	-0.705	0	None
ENSG00000100294	MCAT	-0.1928	0.4299	None
ENSG00000106565	TMEM176B	-2.114	0.2751	None
ENSG00000204950	LRRC10B	2.9228	0.0848	None
ENSG00000235272	FAM103A2P	-0.7893	0.7523	None
ENSG00000198355	PIM3	-0.953	0	None
ENSG00000273253	AL022328.4	0.1555	0.9277	None
ENSG00000164850	GPER1	1.7357	0	None
ENSG00000173641	HSPB7	3.5555	0	up
ENSG00000101412	E2F1	-1.8236	0	None
ENSG00000261614	YBX3P1	-0.7151	0.3643	None
ENSG00000100739	BDKRB1	5.1493	0	up
ENSG00000172534	HCFC1	-0.7413	0	None
ENSG00000256283	METTL8P1	-0.131	0.9651	None
ENSG00000160917	CPSF4	-0.7196	1e-4	None
ENSG00000279058	AGAP14P	-1.2326	0.3418	None
ENSG00000146282	RARS2	0.6759	0	None
ENSG00000232093	DCST1-AS1	-1.4765	0.3227	None
ENSG00000128298	BAIAP2L2	0.4968	0.0562	None
ENSG00000067057	PFKP	-0.2982	0.1052	None
ENSG00000105726	ATP13A1	0.2554	0.1952	None
ENSG00000204389	HSPA1A	-0.9786	0	None
ENSG00000212978	AC016747.1	-0.0029	0.9942	None
ENSG00000162745	OLFML2B	-0.9892	0	None
ENSG00000134262	AP4B1	-0.5328	0.0309	None
ENSG00000162426	SLC45A1	0.9886	0.0126	None
ENSG00000092199	HNRNPC	-0.6852	0	None
ENSG00000268543	AC012313.4	-0.124	0.9412	None
ENSG00000131634	TMEM204	-0.4089	0.6421	None
ENSG00000118873	RAB3GAP2	0.3262	0.1672	None
ENSG00000187824	TMEM220	-0.6475	0.2436	None
ENSG00000253626	EIF5AL1	-0.1157	0.654	None
ENSG00000196576	PLXNB2	0.2067	0.173	None
ENSG00000176623	RMDN1	0.3121	0.0314	None
ENSG00000075292	ZNF638	-0.5565	0.019	None
ENSG00000186468	RPS23	0.1411	0.6351	None
ENSG00000273983	HIST1H3G	-1.281	0.4249	None
ENSG00000110171	TRIM3	0.0265	0.9203	None
ENSG00000145777	TSLP	1.3098	0	None
ENSG00000116761	CTH	1.6259	0	None
ENSG00000227744	LINC01940	3.694	0	up
ENSG00000087365	SF3B2	-0.0673	0.7108	None
ENSG00000145703	IQGAP2	0.0125	0.995	None
ENSG00000270659	AC079610.2	2.1626	0.2936	None
ENSG00000121413	ZSCAN18	1.256	0.0219	None
ENSG00000158813	EDA	-1.983	0.0018	None
ENSG00000167617	CDC42EP5	0.7944	0.1907	None
ENSG00000167157	PRRX2	1.1575	0.3802	None
ENSG00000119508	NR4A3	1.2573	0.1609	None
ENSG00000180198	RCC1	-1.9214	0	None
ENSG00000216819	TUBB2BP1	1.4254	0.5178	None
ENSG00000261136	AC023908.3	-2.278	0.1441	None
ENSG00000150593	PDCD4	0.8576	2e-4	None
ENSG00000117335	CD46	0.7015	0	None
ENSG00000176401	EID2B	-0.4645	0.4409	None
ENSG00000049089	COL9A2	-0.0322	0.9862	None
ENSG00000102316	MAGED2	0.8675	0	None
ENSG00000153207	AHCTF1	-0.5475	0.0253	None
ENSG00000235109	ZSCAN31	-0.0352	0.9809	None
ENSG00000107341	UBE2R2	0.1908	0.2505	None
ENSG00000050327	ARHGEF5	0.4284	0.4332	None
ENSG00000101138	CSTF1	-0.3851	0.0645	None
ENSG00000102445	RUBCNL	2.7338	0.0946	None
ENSG00000164867	NOS3	0.8904	0.2559	None
ENSG00000197050	ZNF420	0.4558	0.4095	None
ENSG00000162194	LBHD1	0.7951	0.3064	None
ENSG00000158987	RAPGEF6	-0.756	0.0438	None
ENSG00000102981	PARD6A	0.0599	0.9653	None
ENSG00000271614	ATP2B1-AS1	-1.1893	0.0632	None
ENSG00000247240	UBL7-AS1	-1.0033	0.0793	None
ENSG00000156140	ADAMTS3	-0.3002	0.6106	None
ENSG00000163071	SPATA18	0.8121	4e-4	None
ENSG00000175215	CTDSP2	0.1681	0.2913	None
ENSG00000120539	MASTL	-1.6441	0	None
ENSG00000197385	ZNF860	-0.2681	0.8549	None
ENSG00000242902	FLNC-AS1	-0.2667	0.9071	None
ENSG00000197037	ZSCAN25	-0.3616	0.173	None
ENSG00000151779	NBAS	0.7109	0	None
ENSG00000237441	RGL2	0.5471	0.001	None
ENSG00000166452	AKIP1	0.2722	0.2109	None
ENSG00000105321	CCDC9	-0.0943	0.7642	None
ENSG00000274828	AC068473.5	-0.6408	0.2846	None
ENSG00000185986	SDHAP3	-0.6453	0.5452	None
ENSG00000188171	ZNF626	-0.5299	0.3501	None
ENSG00000250129	AC116424.1	0.4528	0.69	None
ENSG00000155229	MMS19	0.0316	0.8913	None
ENSG00000272702	AC010913.1	1.594	0.1371	None
ENSG00000072041	SLC6A15	0.3947	0.1028	None
ENSG00000198453	ZNF568	0.8222	0.0253	None
ENSG00000271452	AC005034.5	1.7209	0.3648	None
ENSG00000145743	FBXL17	0.9219	0	None
ENSG00000233382	NKAPP1	-0.5916	0.7669	None
ENSG00000240666	MME-AS1	-0.8369	0.767	None
ENSG00000198920	KIAA0753	0.1536	0.5177	None
ENSG00000110429	FBXO3	-0.474	0.0055	None
ENSG00000213144	AC084880.1	-0.9892	0.5142	None
ENSG00000279673	AC092919.2	1.8752	0.2266	None
ENSG00000177981	ASB8	0.0358	0.8974	None
ENSG00000061918	GUCY1B1	-0.4421	0.5102	None
ENSG00000263142	LRRC37A17P	0.7976	0.0363	None
ENSG00000171467	ZNF318	-0.8201	0	None
ENSG00000246889	AP000487.1	-1.2373	0.1765	None
ENSG00000143367	TUFT1	1.6458	0	None
ENSG00000163624	CDS1	1.4243	0.5903	None
ENSG00000174939	ASPHD1	2.5306	0	up
ENSG00000230409	TCEA1P2	-0.6833	0.0887	None
ENSG00000173163	COMMD1	-0.0258	0.9457	None
ENSG00000261512	AC092368.3	1.5448	1e-4	None
ENSG00000107021	TBC1D13	0.1709	0.3926	None
ENSG00000181929	PRKAG1	0.3318	0.0295	None
ENSG00000065802	ASB1	-0.0875	0.7108	None
ENSG00000126705	AHDC1	0.5857	0.0063	None
ENSG00000106799	TGFBR1	-0.7661	2e-4	None
ENSG00000116791	CRYZ	0.2519	0.4352	None
ENSG00000140945	CDH13	1.4929	0.0804	None
ENSG00000169908	TM4SF1	-0.0961	0.7538	None
ENSG00000258902	AL049775.2	-0.0492	0.98	None
ENSG00000010438	PRSS3	1.3207	0	None
ENSG00000154319	FAM167A	1.3553	0.067	None
ENSG00000102271	KLHL4	1.0379	0.0062	None
ENSG00000228235	AP001476.3	3.7268	0.1185	None
ENSG00000235454	HAUS6P3	-1.8723	0.2528	None
ENSG00000165406	MARCH8	0.2661	0.3546	None
ENSG00000101447	FAM83D	-3.3665	0	down
ENSG00000251194	AL133330.1	0.593	0.8118	None
ENSG00000187013	C17orf82	-0.6184	0.4188	None
ENSG00000176024	ZNF613	0.0604	0.9431	None
ENSG00000070047	PHRF1	-0.4241	0.0024	None
ENSG00000107281	NPDC1	2.506	0	up
ENSG00000111843	TMEM14C	0.3913	0.0078	None
ENSG00000248019	FAM13A-AS1	-0.3343	0.8356	None
ENSG00000268649	AL132655.2	-0.0045	0.9985	None
ENSG00000137207	YIPF3	1.0474	0	None
ENSG00000228903	RASA4CP	0.9024	0.5944	None
ENSG00000179104	TMTC2	0.4774	0.3173	None
ENSG00000240449	AC005586.1	-1.2482	0.2708	None
ENSG00000260420	LINC02182	5.4216	0.0056	up
ENSG00000198203	SULT1C2	1.7956	0.1489	None
ENSG00000212123	PRR22	-1.3603	0.1592	None
ENSG00000227671	AL390728.4	0.2694	0.5987	None
ENSG00000176490	DIRAS1	1.9758	0	None
ENSG00000176383	B3GNT4	0.8975	0.7558	None
ENSG00000099812	MISP	2.1984	0.3309	None
ENSG00000176225	RTTN	-1.3166	0	None
ENSG00000157445	CACNA2D3	0.2053	0.8075	None
ENSG00000250133	HOXC-AS2	-0.4384	0.4786	None
ENSG00000116586	LAMTOR2	0.2838	0.1614	None
ENSG00000145050	MANF	-0.3188	0.0895	None
ENSG00000235065	RPL24P2	-0.0394	0.9567	None
ENSG00000147459	DOCK5	0.3269	0.1011	None
ENSG00000115687	PASK	-0.671	0.035	None
ENSG00000145375	SPATA5	-1.5011	0	None
ENSG00000128585	MKLN1	-0.2084	0.2947	None
ENSG00000010361	FUZ	-0.8983	4e-4	None
ENSG00000100003	SEC14L2	0.5514	0.0024	None
ENSG00000167562	ZNF701	-0.0364	0.9642	None
ENSG00000185787	MORF4L1	-0.0138	0.9513	None
ENSG00000064309	CDON	-1.2112	0.0131	None
ENSG00000214174	AMZ2P1	-0.0971	0.8826	None
ENSG00000158859	ADAMTS4	0.314	0.2626	None
ENSG00000103150	MLYCD	0.7667	0.0133	None
ENSG00000188725	SMIM15	-0.3359	0.0588	None
ENSG00000204852	TCTN1	0.2988	0.1509	None
ENSG00000271579	AC078880.3	-1.9167	0.1008	None
ENSG00000198431	TXNRD1	0.3402	0.0459	None
ENSG00000248333	CDK11B	-0.4508	0.0035	None
ENSG00000166816	LDHD	1.8281	0.1803	None
ENSG00000270607	AC009549.1	1.0369	0.0084	None
ENSG00000178996	SNX18	0.8804	0	None
ENSG00000135972	MRPS9	-0.6964	1e-4	None
ENSG00000137845	ADAM10	0.2147	0.3665	None
ENSG00000250462	LRRC37BP1	-0.5057	0.0988	None
ENSG00000211456	SACM1L	-0.3085	0.0782	None
ENSG00000174365	SNHG11	-0.3515	0.3206	None
ENSG00000145632	PLK2	1.5719	0	None
ENSG00000272087	AC080013.4	-0.2792	0.8729	None
ENSG00000154736	ADAMTS5	0.0207	0.9764	None
ENSG00000147457	CHMP7	0.064	0.7575	None
ENSG00000178104	PDE4DIP	1.095	0	None
