gene_id	gene	log2FoldChange	padj	stat
ENSG00000166484	MAPK7	0.2613	0.3421	None
ENSG00000168811	IL12A	0.6993	0.4468	None
ENSG00000133392	MYH11	0.0441	0.9827	None
ENSG00000118454	ANKRD13C	-0.2598	0.2974	None
ENSG00000100650	SRSF5	-0.3002	0.2293	None
ENSG00000059769	DNAJC25	0.0658	0.8972	None
ENSG00000178896	EXOSC4	0.3636	0.2871	None
ENSG00000221909	FAM200A	-0.0686	0.9104	None
ENSG00000132821	VSTM2L	2.1146	0.2594	None
ENSG00000260000	AL133338.1	-0.7676	0.5757	None
ENSG00000100401	RANGAP1	-0.5667	0.0026	None
ENSG00000254101	LINC02055	1.8292	0.5536	None
ENSG00000187957	DNER	0.9803	0.1391	None
ENSG00000177548	RABEP2	0.1377	0.6738	None
ENSG00000260727	SLC7A5P1	-0.4258	0.6947	None
ENSG00000164197	RNF180	0.3044	0.8994	None
ENSG00000250321	AC079140.2	-1.0199	0.4618	None
ENSG00000184634	MED12	-0.4122	0.3454	None
ENSG00000177855	CACYBPP2	0.2013	0.9163	None
ENSG00000133812	SBF2	-0.2314	0.6265	None
ENSG00000143631	FLG	0.4065	0.7554	None
ENSG00000172465	TCEAL1	0.0777	0.8892	None
ENSG00000179921	GPBAR1	-2.0957	0.3256	None
ENSG00000205213	LGR4	1.5334	0	None
ENSG00000275807	AC145285.6	-1.1169	0.5249	None
ENSG00000233913	RPL10P9	-0.2083	0.546	None
ENSG00000250903	GMDS-AS1	0.7917	0.3154	None
ENSG00000185947	ZNF267	-0.072	0.901	None
ENSG00000164164	OTUD4	-0.4548	0.2249	None
ENSG00000166548	TK2	0.4242	0.1091	None
ENSG00000152760	TCTEX1D1	1.9532	0.0026	None
ENSG00000179091	CYC1	-0.3598	0.1111	None
ENSG00000160298	C21orf58	-1.4393	0	None
ENSG00000054277	OPN3	0.7435	0.0526	None
ENSG00000225975	LINC01534	1.9069	0.0849	None
ENSG00000184545	DUSP8	2.4004	0.1305	None
ENSG00000049860	HEXB	0.365	0.103	None
ENSG00000225554	AL359764.1	0.097	0.907	None
ENSG00000205593	DENND6B	1.6122	5e-4	None
ENSG00000176978	DPP7	0.0756	0.8692	None
ENSG00000159374	M1AP	0.6971	0.5839	None
ENSG00000132003	ZSWIM4	0.5943	0.1695	None
ENSG00000113971	NPHP3	0.4145	0.3721	None
ENSG00000113739	STC2	2.3714	0	up
ENSG00000147535	PLPP5	0.4788	0.1079	None
ENSG00000238103	RPL9P7	0.0419	0.9523	None
ENSG00000137171	KLC4	0.3044	0.6041	None
ENSG00000244073	RPS4XP6	1.5434	0.6127	None
ENSG00000185920	PTCH1	0.4671	0.4924	None
ENSG00000203965	EFCAB7	0.0352	0.9612	None
ENSG00000261172	AC133919.2	-0.0622	0.9786	None
ENSG00000011422	PLAUR	-0.5776	0.0238	None
ENSG00000197933	ZNF823	-0.0395	0.9691	None
ENSG00000197013	ZNF429	0.2193	0.9032	None
ENSG00000093217	XYLB	-0.47	0.1547	None
ENSG00000182150	ERCC6L2	-0.315	0.4437	None
ENSG00000255874	LINC00346	-0.1689	0.831	None
ENSG00000226754	AL606760.1	-0.7854	0.753	None
ENSG00000135472	FAIM2	-4.4839	0.0044	down
ENSG00000164237	CMBL	0.657	0.0022	None
ENSG00000141293	SKAP1	4.1447	0.0678	None
ENSG00000102882	MAPK3	0.8655	1e-4	None
ENSG00000163528	CHCHD4	-0.4992	0.056	None
ENSG00000143811	PYCR2	-0.2263	0.4311	None
ENSG00000004776	HSPB6	1.144	0	None
ENSG00000281849	AL732314.6	-0.734	0.7021	None
ENSG00000126070	AGO3	-0.1546	0.7041	None
ENSG00000132356	PRKAA1	-0.1732	0.5882	None
ENSG00000126457	PRMT1	-0.3611	0.1265	None
ENSG00000021776	AQR	-0.5634	0.0773	None
ENSG00000280145	CU638689.4	0.9177	0.3433	None
ENSG00000184887	BTBD6	-0.3039	0.3252	None
ENSG00000111801	BTN3A3	1.4663	0	None
ENSG00000113758	DBN1	0.3826	0.065	None
ENSG00000006712	PAF1	-0.3451	0.1303	None
ENSG00000110693	SOX6	-0.3737	0.8854	None
ENSG00000102996	MMP15	3.0081	0	up
ENSG00000215146	BX322639.1	-0.8827	0.3459	None
ENSG00000149679	CABLES2	-0.4709	0.2256	None
ENSG00000125775	SDCBP2	0.3683	0.67490000000000006	None
ENSG00000105982	RNF32	1.8054	0.0218	None
ENSG00000273247	AC097376.2	-0.2352	0.8955	None
ENSG00000145491	ROPN1L	1.0089	0.1975	None
ENSG00000224356	AL356966.1	1.7466	0.4579	None
ENSG00000181619	GPR135	-0.191	0.8635	None
ENSG00000006652	IFRD1	-0.7612	0.0236	None
ENSG00000112186	CAP2	2.6541	2e-4	up
ENSG00000184895	SRY	1.6565	0.3221	None
ENSG00000257219	LINC02407	1.2865	1e-4	None
ENSG00000279311	AC092999.1	4.3043	0.0498	up
ENSG00000237989	LINC01679	0.4479	0.8673	None
ENSG00000250565	ATP6V1E2	-0.4294	0.3066	None
ENSG00000101019	UQCC1	0.3954	0.0795	None
ENSG00000176124	DLEU1	-0.8951	0.0197	None
ENSG00000198042	MAK16	-0.672	5e-4	None
ENSG00000224138	AC000123.1	0.5449	0.7655	None
ENSG00000173960	UBXN2A	-0.3214	0.2292	None
ENSG00000227811	FAM212B-AS1	0.8641	0.1662	None
ENSG00000113318	MSH3	-0.3056	0.3619	None
ENSG00000106443	PHF14	-0.9482	2e-4	None
ENSG00000186111	PIP5K1C	1.0112	0	None
ENSG00000255201	AC087623.2	0.1554	0.9599	None
ENSG00000274272	AC069281.2	0.361	0.707	None
ENSG00000118680	MYL12B	0.8425	0.0022	None
ENSG00000165821	SALL2	-1.0911	0.5671	None
ENSG00000103222	ABCC1	0.7267	0.0179	None
ENSG00000272221	AL645933.2	0.966	0.1804	None
ENSG00000005302	MSL3	-0.0359	0.9369	None
ENSG00000261324	AC010168.2	4.7495	0.0712	None
ENSG00000164306	PRIMPOL	-1.3069	0	None
ENSG00000204172	AGAP9	-0.7927	0.1214	None
ENSG00000150967	ABCB9	1.0432	0	None
ENSG00000168061	SAC3D1	-0.9056	0.0024	None
ENSG00000273369	AC096586.2	-0.2898	0.93	None
ENSG00000180257	ZNF816	0.2161	0.8065	None
ENSG00000090581	GNPTG	0.9264	2e-4	None
ENSG00000119326	CTNNAL1	-0.2867	0.2379	None
ENSG00000163923	RPL39L	-1.2816	1e-4	None
ENSG00000134716	CYP2J2	2.0155	0.0167	up
ENSG00000228486	C2orf92	0.2379	0.8276	None
ENSG00000162522	KIAA1522	-0.7872	0.0265	None
ENSG00000183496	MEX3B	0.1927	0.9136	None
ENSG00000125734	GPR108	0.4782	0.0336	None
ENSG00000254198	AC113191.1	-1.0313	0.0577	None
ENSG00000186522	SEPT10	0.1187	0.6968	None
ENSG00000117036	ETV3	-0.3739	0.24	None
ENSG00000185722	ANKFY1	-0.0054	0.9905	None
ENSG00000185989	RASA3	-0.8673	0	None
ENSG00000116133	DHCR24	-0.0286	0.9408	None
ENSG00000241547	ACTG1P20	-0.1819	0.9568	None
ENSG00000278616	BEND3P3	-0.6545	0.7345	None
ENSG00000248079	DPH6-AS1	1.3026	0.3363	None
ENSG00000273559	CWC25	-0.6521	0.0082	None
ENSG00000112039	FANCE	-1.2778	0	None
ENSG00000258441	LINC00641	-0.1432	0.8425	None
ENSG00000237773	AC073332.1	1.3786	0.366	None
ENSG00000235703	LINC00894	0.4445	0.8643	None
ENSG00000279861	AC073548.1	-2.5277	0.2647	None
ENSG00000117242	PINK1-AS	0.2613	0.6453	None
ENSG00000160124	CCDC58	-0.5562	0.0998	None
ENSG00000171051	FPR1	0.8531	0.3644	None
ENSG00000118418	HMGN3	0.1519	0.7448	None
ENSG00000265519	AC015922.3	0.5886	0.4094	None
ENSG00000226711	FAM66C	0.3188	0.8692	None
ENSG00000137309	HMGA1	-0.0441	0.891	None
ENSG00000103647	CORO2B	0.1474	0.6347	None
ENSG00000225968	ELFN1	2.1572	0.0028	up
ENSG00000228492	RAB11FIP1P1	2.4303	0.3989	None
ENSG00000111912	NCOA7	0.5846	0.0718	None
ENSG00000123268	ATF1	-0.5847	0.0238	None
ENSG00000249806	AC139720.1	3.6216	0.0738	None
ENSG00000257267	ZNF271P	0.5429	0.0151	None
ENSG00000047230	CTPS2	-0.3161	0.276	None
ENSG00000163946	FAM208A	-0.1681	0.6757	None
ENSG00000112245	PTP4A1	-0.6643	2e-4	None
ENSG00000250483	PPM1AP1	-0.0531	0.985	None
ENSG00000123870	ZNF137P	-0.6481	0.5957	None
ENSG00000198522	GPN1	0.04	0.932	None
ENSG00000224950	AL390066.1	0.449	0.7941	None
ENSG00000165626	BEND7	-1.1004	0.2676	None
ENSG00000229689	AC009237.3	1.4305	0.0234	None
ENSG00000161970	RPL26	0.0921	0.855	None
ENSG00000109436	TBC1D9	0.0824	0.8025	None
ENSG00000122986	HVCN1	0.9328	0.4651	None
ENSG00000196440	ARMCX4	0.5382	0.3248	None
ENSG00000249129	SUDS3P1	-0.3574	0.6991	None
ENSG00000100353	EIF3D	0.0313	0.9286	None
ENSG00000198301	SDAD1	-0.0194	0.9592	None
ENSG00000183137	CEP57L1	-0.7261	0.006	None
ENSG00000139620	KANSL2	-0.3652	0.129	None
ENSG00000102385	DRP2	0.6531	0.5286	None
ENSG00000224287	MSL3P1	0.0358	0.9905	None
ENSG00000254449	SF3A3P2	0.0993	0.961	None
ENSG00000105185	PDCD5	0.3986	0.1746	None
ENSG00000130830	MPP1	0.2209	0.5413	None
ENSG00000130669	PAK4	-0.3679	0.1282	None
ENSG00000249485	RBBP4P1	-0.944	0.2083	None
ENSG00000171798	KNDC1	2.8703	0.0063	up
ENSG00000122176	FMOD	0.5498	0.3944	None
ENSG00000232859	LYRM9	1.5632	0.0373	None
ENSG00000089220	PEBP1	0.1714	0.4953	None
ENSG00000131669	NINJ1	0.3505	0.4197	None
ENSG00000196172	ZNF681	-5.0573	0.0326	down
ENSG00000168904	LRRC28	0.03	0.9567	None
ENSG00000280007	AC008079.2	0.3672	0.9017	None
ENSG00000113805	CNTN3	-2.7319	0.0172	down
ENSG00000178573	MAF	1.3702	0.008	None
ENSG00000205155	PSENEN	0.6726	0.0333	None
ENSG00000285035	AC091057.6	-0.4574	0.9054	None
ENSG00000133131	MORC4	0.1102	0.7285	None
ENSG00000267370	AC008752.3	0.9399	0.7392	None
ENSG00000159842	ABR	0.3106	0.2261	None
ENSG00000257790	EIF4A1P4	-1.1854	0.3599	None
ENSG00000111790	FGFR1OP2	-0.1596	0.6354	None
ENSG00000204380	PKP4-AS1	0.9997	0.7346	None
ENSG00000258788	CKS1BP1	5.6468	8e-4	up
ENSG00000197114	ZGPAT	-0.0933	0.8674	None
ENSG00000166197	NOLC1	-0.6482	0.0011	None
ENSG00000149090	PAMR1	1.0249	3e-4	None
ENSG00000117899	MESD	0.1433	0.6739	None
ENSG00000196151	WDSUB1	0.2417	0.6952	None
ENSG00000228709	LINC02575	-0.7499	0.7569	None
ENSG00000180389	ATP5F1EP2	2.3753	0.3608	None
ENSG00000157212	PAXIP1	-0.8754	0.0015	None
ENSG00000232531	AC027612.3	-0.5105	0.4357	None
ENSG00000103051	COG4	0.0241	0.9565	None
ENSG00000106348	IMPDH1	0.1718	0.5148	None
ENSG00000138685	FGF2	0.1478	0.6168	None
ENSG00000109738	GLRB	0.7529	0.0935	None
ENSG00000105048	TNNT1	1.6245	0.2058	None
ENSG00000215210	RBMXP2	-1.8243	0.01	None
ENSG00000270228	AC079880.1	0.1626	0.95	None
ENSG00000185610	DBX2	0.2912	0.8276	None
ENSG00000108061	SHOC2	-0.0565	0.8822	None
ENSG00000100304	TTLL12	-0.7813	0.0022	None
ENSG00000223612	AC241585.1	-0.0344	0.9838	None
ENSG00000114573	ATP6V1A	0.5834	0.0135	None
ENSG00000223396	RPS10P7	3.5303	0.0226	up
ENSG00000111215	PRR4	1.2109	0.7503	None
ENSG00000119772	DNMT3A	0.1214	0.7968	None
ENSG00000078902	TOLLIP	0.7743	0	None
ENSG00000070831	CDC42	-0.0332	0.9272	None
ENSG00000266865	AC138207.8	-0.2236	0.8121	None
ENSG00000198835	GJC2	1.2212	0.0448	None
ENSG00000182446	NPLOC4	-0.0215	0.9464	None
ENSG00000103472	RRN3P2	1.391	0.3448	None
ENSG00000108094	CUL2	-0.1134	0.7227	None
ENSG00000060971	ACAA1	1.0013	0	None
ENSG00000121454	LHX4	0.5006	0.7386	None
ENSG00000109572	CLCN3	0.2699	0.3715	None
ENSG00000118526	TCF21	0.224	0.9469	None
ENSG00000224934	AL391684.1	-0.9618	0.6137	None
ENSG00000272909	AL122035.2	-0.6392	0.6641	None
ENSG00000161267	BDH1	-2.4078	0	down
ENSG00000105819	PMPCB	-0.0642	0.8476	None
ENSG00000105963	ADAP1	0.8239	0.5673	None
ENSG00000243517	AC024940.3	-0.0928	0.9291	None
ENSG00000167548	KMT2D	-0.5525	0.5673	None
ENSG00000162430	SELENON	0.3247	0.3164	None
ENSG00000154734	ADAMTS1	0.7865	2e-4	None
ENSG00000185453	ZSWIM9	0.1711	0.6666	None
ENSG00000172789	HOXC5	0.5413	0.4135	None
ENSG00000281392	LINC00506	1.5396	0.4952	None
ENSG00000005206	SPPL2B	0.7024	0.0015	None
ENSG00000149716	ORAOV1	-0.4794	0.0519	None
ENSG00000167615	LENG8	0.3443	0.3611	None
ENSG00000181524	RPL24P4	0.3025	0.5021	None
ENSG00000229589	ACVR2B-AS1	-1.0698	0.7195	None
ENSG00000197872	FAM49A	-1.1301	0.3123	None
ENSG00000137460	FHDC1	0.4395	0.8006	None
ENSG00000214975	PPIAP29	-0.6726	0.2523	None
ENSG00000107833	NPM3	-0.7462	0.0045	None
ENSG00000151502	VPS26B	0.1384	0.6223	None
ENSG00000112984	KIF20A	-2.7228	0	down
ENSG00000204428	LY6G5C	1.5372	0.052	None
ENSG00000162761	LMX1A	1.0439	0.6588	None
ENSG00000236308	AL138921.2	-2.4399	0.2933	None
ENSG00000103569	AQP9	-2.8588	0.0123	down
ENSG00000235916	AC233279.1	0.3079	0.9253	None
ENSG00000180370	PAK2	-0.2555	0.3465	None
ENSG00000159069	FBXW5	0.004	0.9902	None
ENSG00000205143	ARID3C	0.6292	0.7993	None
ENSG00000122481	RWDD3	0.3001	0.7495	None
ENSG00000120370	GORAB	-0.2832	0.501	None
ENSG00000166454	ATMIN	0.0844	0.787	None
ENSG00000145996	CDKAL1	-1.0289	0	None
ENSG00000118804	STBD1	0.49370000000000003	0.398	None
ENSG00000143486	EIF2D	-0.2119	0.4344	None
ENSG00000004700	RECQL	0.0223	0.9572	None
ENSG00000133805	AMPD3	0.9042	0.0035	None
ENSG00000279948	AC008895.1	0.6686	0.7636	None
ENSG00000111850	SMIM8	0.3201	0.6225	None
ENSG00000164031	DNAJB14	-0.1763	0.7116	None
ENSG00000145700	ANKRD31	0.1592	0.9555	None
ENSG00000171206	TRIM8	0.7589	1e-4	None
ENSG00000096092	TMEM14A	0.509	0.1628	None
ENSG00000168028	RPSA	0.0327	0.9538	None
ENSG00000075618	FSCN1	-0.2022	0.3981	None
ENSG00000133114	GPALPP1	-0.4129	0.1413	None
ENSG00000156802	ATAD2	-1.6548	0	None
ENSG00000244313	AC024293.1	0.2908	0.5023	None
ENSG00000004478	FKBP4	-0.5002	0.0112	None
ENSG00000254369	HOXA-AS3	-0.2657	0.8891	None
ENSG00000168938	PPIC	0.6132	0.0323	None
ENSG00000144935	TRPC1	-0.0368	0.9467	None
ENSG00000272009	AL121944.1	-0.6159	0.8614	None
ENSG00000248572	EGFLAM-AS2	1.944	0.3662	None
ENSG00000145016	RUBCN	0.0597	0.8921	None
ENSG00000269473	AC012313.8	-1.9536	0.3076	None
ENSG00000135299	ANKRD6	-0.627	0.6861	None
ENSG00000137478	FCHSD2	-0.3067	0.4971	None
ENSG00000132196	HSD17B7	0.0731	0.9036	None
ENSG00000145220	LYAR	-0.6539	0.0012	None
ENSG00000161281	COX7A1	1.6468	3e-4	None
ENSG00000106609	TMEM248	0.0747	0.8008	None
ENSG00000111788	AC009533.1	-1.412	0.0034	None
ENSG00000117598	PLPPR5	-0.0694	0.9725	None
ENSG00000186187	ZNRF1	0.7548	0.013	None
ENSG00000231711	LINC00899	0.0305	0.9776	None
ENSG00000163558	PRKCI	0.1559	0.7041	None
ENSG00000147044	CASK	-0.3028	0.2645	None
ENSG00000139344	AMDHD1	0.2033	0.8959	None
ENSG00000163412	EIF4E3	-0.1284	0.7583	None
ENSG00000092330	TINF2	0.106	0.754	None
ENSG00000253716	MINCR	0.9943	0.2052	None
ENSG00000242086	MUC20-OT1	0.0074	0.9897	None
ENSG00000273521	AL162274.1	-0.3598	0.8963	None
ENSG00000048544	MRPS10	-0.1436	0.5831	None
ENSG00000177542	SLC25A22	0.3187	0.1595	None
ENSG00000109846	CRYAB	-1.6124	0	None
ENSG00000008324	SS18L2	-0.0058	0.9906	None
ENSG00000173638	SLC19A1	-1.5463	0	None
ENSG00000143443	C1orf56	0.0581	0.9369	None
ENSG00000181666	HKR1	0.4608	0.1722	None
ENSG00000125818	PSMF1	0.1133	0.673	None
ENSG00000281183	NPTN-IT1	-0.4268	0.793	None
ENSG00000169762	TAPT1	-0.2529	0.4968	None
ENSG00000158636	EMSY	-0.5206	0.2279	None
ENSG00000244026	FAM86DP	0.1049	0.7836	None
ENSG00000106803	SEC61B	0.2538	0.4557	None
ENSG00000149150	SLC43A1	-0.7393	0.0093	None
ENSG00000099139	PCSK5	0.78	0.0502	None
ENSG00000241095	CYP51A1P1	-0.1875	0.9369	None
ENSG00000088298	EDEM2	0.9225	3e-4	None
ENSG00000119686	FLVCR2	1.7396	0	None
ENSG00000278969	AC026310.3	-1.7643	0.5473	None
ENSG00000071794	HLTF	-0.5039	0.0624	None
ENSG00000247271	ZBED5-AS1	0.7011	0.2956	None
ENSG00000122507	BBS9	1.2536	0	None
ENSG00000261644	AC007728.2	0.8778	0.751	None
ENSG00000107738	VSIR	2.5169	0.0019	up
ENSG00000171121	KCNMB3	-0.7549	0.6517	None
ENSG00000147454	SLC25A37	-0.1412	0.7015	None
ENSG00000224411	HSP90AA2P	-0.5596	0.0328	None
ENSG00000134138	MEIS2	-0.4774	0.0815	None
ENSG00000196872	KIAA1211L	1.8563	0.1495	None
ENSG00000135334	AKIRIN2	-0.5636	0.012	None
ENSG00000146966	DENND2A	1.0627	0.0057	None
ENSG00000205562	AL049775.1	0.2409	0.9289	None
ENSG00000113013	HSPA9	-0.3206	0.1441	None
ENSG00000235508	RPS2P7	-0.3441	0.8972	None
ENSG00000059377	TBXAS1	-0.174	0.7178	None
ENSG00000257817	AC026765.2	2.1278	0.474	None
ENSG00000179241	LDLRAD3	-0.5573	0.0278	None
ENSG00000197258	EIF4BP6	0.2877	0.6506	None
ENSG00000178694	NSUN3	-0.224	0.6871	None
ENSG00000148814	LRRC27	0.2668	0.6833	None
ENSG00000104356	POP1	-0.6453	0.0066	None
ENSG00000047410	TPR	-0.5651	0.2374	None
ENSG00000008056	SYN1	0.559	0.7638	None
ENSG00000102452	NALCN	0.121	0.9474	None
ENSG00000231160	KLF3-AS1	0.7235	0.8222	None
ENSG00000139645	ANKRD52	0.0977	0.828	None
ENSG00000202415	RN7SKP269	2.7806	0.2796	None
ENSG00000140848	CPNE2	-1.6828	0	None
ENSG00000169884	WNT10B	0.4076	0.8955	None
ENSG00000134330	IAH1	0.2639	0.4526	None
ENSG00000147050	KDM6A	-0.4088	0.3353	None
ENSG00000152193	RNF219	-0.9005	0.0013	None
ENSG00000244716	BX679664.3	0.2446	0.49	None
ENSG00000178498	DTX3	-3.258	0.029	down
ENSG00000130723	PRRC2B	-0.209	0.6833	None
ENSG00000076382	SPAG5	-2.4003	0	down
ENSG00000076984	MAP2K7	-0.1646	0.5512	None
ENSG00000245937	LINC01184	-0.2167	0.4929	None
ENSG00000135525	MAP7	1.3737	0.3271	None
ENSG00000130305	NSUN5	-0.4829	0.1197	None
ENSG00000166794	PPIB	0.1361	0.6905	None
ENSG00000211751	TRBC1	-5.6003	0.2107	None
ENSG00000243970	PPIEL	0.7973	0.4072	None
ENSG00000156671	SAMD8	0.4721	0.076	None
ENSG00000130202	NECTIN2	0.5122	0.0097	None
ENSG00000179832	MROH1	0.7725	8e-4	None
ENSG00000145723	GIN1	0.0505	0.9459	None
ENSG00000270015	AC087481.3	-0.2015	0.7982	None
ENSG00000153406	NMRAL1	0.8023	0.0022	None
ENSG00000172250	SERHL	0.4444	0.6782	None
ENSG00000177106	EPS8L2	1.7759	0	None
ENSG00000078140	UBE2K	-0.1966	0.4499	None
ENSG00000241343	RPL36A	0.1372	0.8517	None
ENSG00000099385	BCL7C	-0.0108	0.9841	None
ENSG00000104375	STK3	-0.4816	0.0453	None
ENSG00000251226	AP001999.1	0.4588	0.8746	None
ENSG00000178033	CALHM5	1.3615	0	None
ENSG00000225921	NOL7	-0.321	0.2549	None
ENSG00000172081	MOB3A	0.4185	0.0267	None
ENSG00000261542	AC011978.2	0.8952	0.7212	None
ENSG00000153037	SRP19	0.3734	0.4496	None
ENSG00000033122	LRRC7	1.9855	0.0636	None
ENSG00000134072	CAMK1	-0.5883	0.0434	None
ENSG00000261730	AL034346.1	0.3153	0.869	None
ENSG00000244932	AL449212.1	0.4643	0.7982	None
ENSG00000100100	PIK3IP1	2.5877	1e-4	up
ENSG00000267102	AC060766.1	0.6086	0.6223	None
ENSG00000187243	MAGED4B	3.3924	0.0592	None
ENSG00000204351	SKIV2L	0.3058	0.3116	None
ENSG00000279520	AC093525.8	-1.0981	0.3796	None
ENSG00000261105	LMO7-AS1	1.5255	0.1626	None
ENSG00000125848	FLRT3	-0.5978	0.2413	None
ENSG00000232600	TONSL-AS1	1.1833	0.4393	None
ENSG00000166260	COX11	0.1655	0.6723	None
ENSG00000180769	WDFY3-AS2	-0.0375	0.9647	None
ENSG00000230756	RHOQP3	1.0857	0.2844	None
ENSG00000093000	NUP50	-0.7207	4e-4	None
ENSG00000168477	TNXB	1.3519	0.3037	None
ENSG00000164989	CCDC171	-0.0856	0.9448	None
ENSG00000260804	LINC01963	0.0622	0.9136	None
ENSG00000173451	THAP2	0.0239	0.9727	None
ENSG00000279392	AL158801.5	0.3814	0.8819	None
ENSG00000105443	CYTH2	0.0531	0.9041	None
ENSG00000203876	ADD3-AS1	1.5082	0.0167	None
ENSG00000237399	PITRM1-AS1	-0.2997	0.8696	None
ENSG00000229809	ZNF688	-0.019	0.9793	None
ENSG00000186340	THBS2	0.7516	0.0107	None
ENSG00000183087	GAS6	0.9932	1e-4	None
ENSG00000099326	MZF1	0.7194	0.0183	None
ENSG00000217094	PPIAP31	-0.0496	0.9592	None
ENSG00000261167	AC107027.3	-0.0745	0.9386	None
ENSG00000166323	C11orf65	0.4783	0.7538	None
ENSG00000164253	WDR41	0.3683	0.1463	None
ENSG00000144481	TRPM8	0.5515	0.6701	None
ENSG00000158480	SPATA2	0.0614	0.8848	None
ENSG00000168778	TCTN2	0.0472	0.927	None
ENSG00000173011	TADA2B	0.2414	0.4722	None
ENSG00000106460	TMEM106B	0.3448	0.2699	None
ENSG00000186501	TMEM222	-0.0213	0.9544	None
ENSG00000158457	TSPAN33	0.3073	0.8704	None
ENSG00000129422	MTUS1	0.1121	0.9708	None
ENSG00000132510	KDM6B	-0.516	0.1509	None
ENSG00000111261	MANSC1	0.5734	0.3381	None
ENSG00000090006	LTBP4	0.3188	0.2949	None
ENSG00000169100	SLC25A6	0.2762	0.2656	None
ENSG00000237854	LINC00674	0.108	0.9416	None
ENSG00000147576	ADHFE1	-0.4778	0.8667	None
ENSG00000085185	BCORL1	-0.0756	0.8704	None
ENSG00000198865	CCDC152	-0.3038	0.6626	None
ENSG00000178464	RPL10P16	-0.1539	0.696	None
ENSG00000130313	PGLS	0.5629	0.0979	None
ENSG00000134343	ANO3	-0.3423	0.4661	None
ENSG00000084093	REST	0.0286	0.9559	None
ENSG00000244038	DDOST	0.4596	0.0168	None
ENSG00000189362	NEMP2	-1.1668	6e-4	None
ENSG00000139428	MMAB	0.2442	0.5559	None
ENSG00000070610	GBA2	0.2599	0.3253	None
ENSG00000248049	UBA6-AS1	0.4818	0.2941	None
ENSG00000155254	MARVELD1	0.2223	0.4085	None
ENSG00000106633	GCK	-0.5419	0.5612	None
ENSG00000152936	LMNTD1	-2.4515	0.0183	down
ENSG00000162734	PEA15	0.2291	0.3249	None
ENSG00000111145	ELK3	-0.542	0.004	None
ENSG00000213906	LTB4R2	-0.4184	0.8696	None
ENSG00000117143	UAP1	0.1224	0.6455	None
ENSG00000215908	CROCCP2	-0.3166	0.5273	None
ENSG00000171161	ZNF672	-0.417	0.0728	None
ENSG00000065150	IPO5	-0.2552	0.2503	None
ENSG00000066248	NGEF	0.8989	0.7343	None
ENSG00000256060	TRAPPC2B	0.6831	0.1136	None
ENSG00000151062	CACNA2D4	0.8333	0.6305	None
ENSG00000196497	IPO4	-0.556	0.6248	None
ENSG00000267493	CIRBP-AS1	0.2864	0.822	None
ENSG00000111716	LDHB	0.0023	0.9954	None
ENSG00000143994	ABHD1	0.8121	0.7804	None
ENSG00000164308	ERAP2	0.795	0.7041	None
ENSG00000080546	SESN1	0.0333	0.9459	None
ENSG00000113575	PPP2CA	-0.4434	0.0691	None
ENSG00000145391	SETD7	0.1537	0.7337	None
ENSG00000164022	AIMP1	-0.1677	0.5655	None
ENSG00000155252	PI4K2A	0.1783	0.5391	None
ENSG00000126878	AIF1L	-1.9128	0.1662	None
ENSG00000142230	SAE1	-0.286	0.2476	None
ENSG00000211643	IGLV5-52	-0.4818	0.6599	None
ENSG00000157734	SNX22	-0.2586	0.8044	None
ENSG00000057757	PITHD1	-0.196	0.5678	None
ENSG00000226312	CFLAR-AS1	0.9502	0.6583	None
ENSG00000280347	AC000123.3	-0.1181	0.9123	None
ENSG00000050393	MCUR1	-0.3426	0.1819	None
ENSG00000131759	RARA	-0.1752	0.639	None
ENSG00000196470	SIAH1	0.0595	0.9369	None
ENSG00000162694	EXTL2	0.1267	0.7007	None
ENSG00000234460	AL772337.3	1.8091	0.3123	None
ENSG00000162723	SLAMF9	-1.5133	0.3086	None
ENSG00000106012	IQCE	1.0703	0	None
ENSG00000176619	LMNB2	-1.3221	0	None
ENSG00000074201	CLNS1A	-0.2468	0.3639	None
ENSG00000112695	COX7A2	0.4947	0.1619	None
ENSG00000235529	AGAP1-IT1	-0.516	0.7421	None
ENSG00000110628	SLC22A18	2.2939	2e-4	up
ENSG00000135838	NPL	-0.3825	0.5674	None
ENSG00000115816	CEBPZ	-0.4763	0.14	None
ENSG00000214100	PLAC9P1	-0.062	0.9561	None
ENSG00000134030	CTIF	0.4043	0.1517	None
ENSG00000134900	TPP2	-0.0192	0.9665	None
ENSG00000146592	CREB5	-0.2798	0.5962	None
ENSG00000020256	ZFP64	0.3108	0.2866	None
ENSG00000132563	REEP2	2.3048	0	up
ENSG00000279696	AP001273.1	-1.1572	0.5454	None
ENSG00000230513	THAP7-AS1	0.1008	0.9294	None
ENSG00000144681	STAC	1.9159	0	None
ENSG00000153832	FBXO36	-0.2243	0.7121	None
ENSG00000005448	WDR54	0.1773	0.6602	None
ENSG00000175283	DOLK	0.1188	0.6958	None
ENSG00000170248	PDCD6IP	0.0824	0.8135	None
ENSG00000101441	CST4	0.4895	0.8746	None
ENSG00000023608	SNAPC1	-0.7591	0.0139	None
ENSG00000228649	SNHG26	-0.3627	0.5411	None
ENSG00000185885	IFITM1	-0.0241	0.9756	None
ENSG00000105974	CAV1	0.1259	0.6904	None
ENSG00000132906	CASP9	0.3425	0.4007	None
ENSG00000272758	AC083798.2	-0.1747	0.9418	None
